Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 63, 65, 49, 3913, 0.563, 0.492, 0.525, 0.944, 16.974
ArgoUML, 78, 50, 17, 3945, 0.821, 0.609, 0.700, 0.962, 25.235
EMF, 85, 43, 41, 3921, 0.675, 0.664, 0.669, 0.954, 20.556
Hibernate, 100, 28, 47, 3915, 0.680, 0.781, 0.727, 0.954, 20.737
JEdit, 63, 65, 147, 3815, 0.300, 0.492, 0.373, 0.896, 8.586
JFreeChart, 105, 23, 79, 3883, 0.571, 0.820, 0.673, 0.945, 17.234
JMeter, 90, 38, 27, 3935, 0.769, 0.703, 0.735, 0.959, 23.579
JRuby, 112, 16, 21, 3941, 0.842, 0.875, 0.858, 0.963, 25.908
SQuirrel, 99, 29, 35, 3927, 0.739, 0.773, 0.756, 0.958, 22.607
Dubbo, 95, 33, 20, 3942, 0.826, 0.742, 0.782, 0.962, 25.396
Gradle, 68, 60, 14, 3948, 0.829, 0.531, 0.648, 0.962, 25.498
Groovy, 100, 28, 36, 3926, 0.735, 0.781, 0.758, 0.957, 22.495
Hive, 112, 16, 29, 3933, 0.794, 0.875, 0.833, 0.961, 24.381
Maven, 91, 37, 46, 3916, 0.664, 0.711, 0.687, 0.953, 20.224
Poi, 109, 19, 28, 3934, 0.796, 0.852, 0.823, 0.961, 24.423
SpringFramework, 104, 24, 22, 3940, 0.825, 0.813, 0.819, 0.962, 25.374
Storm, 101, 27, 34, 3928, 0.748, 0.789, 0.768, 0.958, 22.906
Tomcat, 102, 26, 31, 3931, 0.767, 0.797, 0.782, 0.959, 23.505
Zookeeper, 91, 37, 28, 3934, 0.765, 0.711, 0.737, 0.959, 23.435
