Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 48, 44, 138, 3409, 0.258, 0.522, 0.345, 0.902, 9.208
ArgoUML, 45, 47, 49, 3498, 0.479, 0.489, 0.484, 0.947, 17.936
Columba, 59, 33, 101, 3446, 0.369, 0.641, 0.468, 0.931, 13.586
EMF, 55, 37, 118, 3429, 0.318, 0.598, 0.415, 0.920, 11.575
Hibernate, 65, 27, 100, 3447, 0.394, 0.707, 0.506, 0.936, 14.582
JEdit, 50, 42, 385, 3162, 0.115, 0.543, 0.190, 0.780, 3.546
JFreeChart, 63, 29, 208, 3339, 0.232, 0.685, 0.347, 0.891, 8.195
JMeter, 52, 40, 68, 3479, 0.433, 0.565, 0.491, 0.942, 16.140
JRuby, 63, 29, 63, 3484, 0.500, 0.685, 0.578, 0.949, 18.777
SQuirrel, 56, 36, 81, 3466, 0.409, 0.609, 0.489, 0.938, 15.168
Dubbo, 49, 43, 66, 3481, 0.426, 0.533, 0.473, 0.941, 15.854
Gradle, 46, 46, 51, 3496, 0.474, 0.500, 0.487, 0.947, 17.758
Groovy, 62, 30, 72, 3475, 0.463, 0.674, 0.549, 0.945, 17.301
Hive, 63, 29, 74, 3473, 0.460, 0.685, 0.550, 0.945, 17.189
Maven, 44, 48, 118, 3429, 0.272, 0.478, 0.346, 0.907, 9.743
Poi, 61, 31, 80, 3467, 0.433, 0.663, 0.524, 0.942, 16.112
SpringFramework, 56, 36, 73, 3474, 0.434, 0.609, 0.507, 0.942, 16.171
Tomcat, 64, 28, 98, 3449, 0.395, 0.696, 0.504, 0.936, 14.626
Zookeeper, 55, 37, 116, 3431, 0.322, 0.598, 0.418, 0.921, 11.722
