Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 158, 124, 104, 3762, 0.603, 0.560, 0.581, 0.887, 7.870
ArgoUML, 183, 99, 64, 3802, 0.741, 0.649, 0.692, 0.908, 9.898
Columba, 208, 74, 55, 3811, 0.791, 0.738, 0.763, 0.914, 10.633
EMF, 193, 89, 70, 3796, 0.734, 0.684, 0.708, 0.907, 9.794
Hibernate, 199, 83, 38, 3828, 0.840, 0.706, 0.767, 0.919, 11.351
JEdit, 135, 147, 224, 3642, 0.376, 0.479, 0.421, 0.819, 4.531
JFreeChart, 210, 72, 221, 3645, 0.487, 0.745, 0.589, 0.860, 6.167
JRuby, 214, 68, 34, 3832, 0.863, 0.759, 0.808, 0.921, 11.693
SQuirrel, 209, 73, 70, 3796, 0.749, 0.741, 0.745, 0.909, 10.019
Dubbo, 187, 95, 56, 3810, 0.770, 0.663, 0.712, 0.912, 10.319
Gradle, 172, 110, 43, 3823, 0.800, 0.610, 0.692, 0.915, 10.767
Groovy, 207, 75, 44, 3822, 0.825, 0.734, 0.777, 0.918, 11.131
Hive, 215, 67, 57, 3809, 0.790, 0.762, 0.776, 0.914, 10.627
Maven, 162, 120, 96, 3770, 0.628, 0.574, 0.600, 0.892, 8.236
Poi, 203, 79, 51, 3815, 0.799, 0.720, 0.757, 0.915, 10.756
SpringFramework, 202, 80, 57, 3809, 0.780, 0.716, 0.747, 0.913, 10.472
Storm, 208, 74, 59, 3807, 0.779, 0.738, 0.758, 0.913, 10.459
Tomcat, 204, 78, 77, 3789, 0.726, 0.723, 0.725, 0.906, 9.679
Zookeeper, 186, 96, 84, 3782, 0.689, 0.660, 0.674, 0.901, 9.133
