Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 30, 72, 41, 2909, 0.423, 0.294, 0.347, 0.921, 11.643
Columba, 29, 73, 31, 2919, 0.483, 0.284, 0.358, 0.931, 13.462
EMF, 35, 67, 95, 2855, 0.269, 0.343, 0.302, 0.876, 7.056
Hibernate, 35, 67, 63, 2887, 0.357, 0.343, 0.350, 0.906, 9.686
JEdit, 51, 51, 264, 2686, 0.162, 0.500, 0.245, 0.794, 3.844
JFreeChart, 48, 54, 225, 2725, 0.176, 0.471, 0.256, 0.810, 4.261
JMeter, 35, 67, 59, 2891, 0.372, 0.343, 0.357, 0.910, 10.141
JRuby, 39, 63, 30, 2920, 0.565, 0.382, 0.456, 0.941, 15.912
SQuirrel, 35, 67, 63, 2887, 0.357, 0.343, 0.350, 0.906, 9.686
Dubbo, 26, 76, 68, 2882, 0.277, 0.255, 0.265, 0.879, 7.276
Gradle, 21, 81, 40, 2910, 0.344, 0.206, 0.258, 0.903, 9.301
Groovy, 33, 69, 46, 2904, 0.418, 0.324, 0.365, 0.920, 11.499
Hive, 44, 58, 59, 2891, 0.427, 0.431, 0.429, 0.922, 11.782
Maven, 34, 68, 95, 2855, 0.264, 0.333, 0.294, 0.873, 6.886
Poi, 33, 69, 45, 2905, 0.423, 0.324, 0.367, 0.921, 11.659
SpringFramework, 24, 78, 68, 2882, 0.261, 0.235, 0.247, 0.872, 6.806
Storm, 32, 70, 97, 2853, 0.248, 0.314, 0.277, 0.865, 6.422
Tomcat, 51, 51, 80, 2870, 0.389, 0.500, 0.438, 0.914, 10.649
Zookeeper, 43, 59, 86, 2864, 0.333, 0.422, 0.372, 0.900, 8.974
