Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 48, 50, 320, 7294, 0.130, 0.490, 0.206, 0.903, 9.264
ArgoUML, 56, 42, 113, 7501, 0.331, 0.571, 0.419, 0.962, 25.076
Columba, 67, 31, 64, 7550, 0.511, 0.684, 0.585, 0.975, 39.248
EMF, 62, 36, 248, 7366, 0.200, 0.633, 0.304, 0.936, 14.739
Hibernate, 67, 31, 97, 7517, 0.409, 0.684, 0.511, 0.969, 31.149
JEdit, 45, 53, 592, 7022, 0.071, 0.459, 0.122, 0.820, 4.559
JFreeChart, 69, 29, 524, 7090, 0.116, 0.704, 0.200, 0.891, 8.157
JMeter, 67, 31, 160, 7454, 0.295, 0.684, 0.412, 0.957, 22.227
JRuby, 69, 29, 81, 7533, 0.460, 0.704, 0.556, 0.972, 35.199
SQuirrel, 69, 29, 220, 7394, 0.239, 0.704, 0.357, 0.947, 17.789
Dubbo, 68, 30, 141, 7473, 0.325, 0.694, 0.443, 0.961, 24.604
Gradle, 58, 40, 108, 7506, 0.349, 0.592, 0.439, 0.964, 26.495
Groovy, 64, 34, 118, 7496, 0.352, 0.653, 0.457, 0.964, 26.673
Hive, 74, 24, 124, 7490, 0.374, 0.755, 0.500, 0.966, 28.411
Maven, 61, 37, 254, 7360, 0.194, 0.622, 0.295, 0.934, 14.239
Poi, 72, 26, 135, 7479, 0.348, 0.735, 0.472, 0.963, 26.372
Storm, 68, 30, 162, 7452, 0.296, 0.694, 0.415, 0.957, 22.266
Tomcat, 66, 32, 200, 7414, 0.248, 0.673, 0.363, 0.949, 18.526
Zookeeper, 67, 31, 275, 7339, 0.196, 0.684, 0.305, 0.935, 14.417
