Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 33, 52, 58, 1506, 0.363, 0.388, 0.375, 0.858, 6.035
ArgoUML, 34, 51, 25, 1539, 0.576, 0.400, 0.472, 0.911, 10.180
Columba, 58, 27, 28, 1536, 0.674, 0.682, 0.678, 0.924, 12.084
EMF, 40, 45, 38, 1526, 0.513, 0.471, 0.491, 0.899, 8.949
Hibernate, 52, 33, 30, 1534, 0.634, 0.612, 0.623, 0.919, 11.302
JEdit, 30, 55, 64, 1500, 0.319, 0.353, 0.335, 0.838, 5.191
JFreeChart, 56, 29, 87, 1477, 0.392, 0.659, 0.491, 0.868, 6.597
JMeter, 46, 39, 29, 1535, 0.613, 0.541, 0.575, 0.916, 10.899
JRuby, 62, 23, 27, 1537, 0.697, 0.729, 0.713, 0.926, 12.515
SQuirrel, 40, 45, 31, 1533, 0.563, 0.471, 0.513, 0.909, 9.930
Gradle, 36, 49, 29, 1535, 0.554, 0.424, 0.480, 0.907, 9.745
Groovy, 52, 33, 27, 1537, 0.658, 0.612, 0.634, 0.922, 11.770
Hive, 62, 23, 31, 1533, 0.667, 0.729, 0.697, 0.923, 11.933
Maven, 42, 43, 48, 1516, 0.467, 0.494, 0.480, 0.890, 8.053
Poi, 64, 21, 28, 1536, 0.696, 0.753, 0.723, 0.926, 12.496
SpringFramework, 54, 31, 29, 1535, 0.651, 0.635, 0.643, 0.921, 11.622
Storm, 46, 39, 32, 1532, 0.590, 0.541, 0.564, 0.913, 10.441
Tomcat, 57, 28, 34, 1530, 0.626, 0.671, 0.648, 0.918, 11.152
Zookeeper, 47, 38, 40, 1524, 0.540, 0.553, 0.547, 0.905, 9.480
