Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 178, 104, 196, 3670, 0.476, 0.631, 0.543, 0.857, 6.001
ArgoUML, 187, 95, 71, 3795, 0.725, 0.663, 0.693, 0.906, 9.661
Columba, 201, 81, 45, 3821, 0.817, 0.713, 0.761, 0.917, 11.019
EMF, 202, 80, 138, 3728, 0.594, 0.716, 0.650, 0.886, 7.739
Hibernate, 208, 74, 66, 3800, 0.759, 0.738, 0.748, 0.910, 10.166
JEdit, 151, 131, 232, 3634, 0.394, 0.535, 0.454, 0.828, 4.799
JFreeChart, 217, 65, 327, 3539, 0.399, 0.770, 0.525, 0.830, 4.867
JRuby, 210, 72, 34, 3832, 0.861, 0.745, 0.798, 0.921, 11.660
SQuirrel, 209, 73, 77, 3789, 0.731, 0.741, 0.736, 0.907, 9.749
Dubbo, 204, 78, 82, 3784, 0.713, 0.723, 0.718, 0.905, 9.492
Gradle, 171, 111, 58, 3808, 0.747, 0.606, 0.669, 0.909, 9.984
Groovy, 206, 76, 54, 3812, 0.792, 0.730, 0.760, 0.914, 10.654
Hive, 213, 69, 71, 3795, 0.750, 0.755, 0.753, 0.909, 10.032
Maven, 194, 88, 103, 3763, 0.653, 0.688, 0.670, 0.896, 8.608
Poi, 212, 70, 57, 3809, 0.788, 0.752, 0.770, 0.914, 10.592
SpringFramework, 196, 86, 66, 3800, 0.748, 0.695, 0.721, 0.909, 10.004
Storm, 202, 80, 89, 3777, 0.694, 0.716, 0.705, 0.902, 9.211
Tomcat, 201, 81, 83, 3783, 0.708, 0.713, 0.710, 0.904, 9.410
Zookeeper, 187, 95, 80, 3786, 0.700, 0.663, 0.681, 0.903, 9.302
