Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 78, 50, 74, 3888, 0.513, 0.609, 0.557, 0.939, 15.397
ArgoUML, 86, 42, 19, 3943, 0.819, 0.672, 0.738, 0.962, 25.171
EMF, 91, 37, 63, 3899, 0.591, 0.711, 0.645, 0.947, 17.881
Hibernate, 107, 21, 56, 3906, 0.656, 0.836, 0.735, 0.952, 19.975
JEdit, 70, 58, 145, 3817, 0.326, 0.547, 0.408, 0.904, 9.403
JFreeChart, 105, 23, 144, 3818, 0.422, 0.820, 0.557, 0.926, 12.474
JMeter, 96, 32, 30, 3932, 0.762, 0.750, 0.756, 0.959, 23.345
JRuby, 109, 19, 20, 3942, 0.845, 0.852, 0.848, 0.963, 25.999
SQuirrel, 99, 29, 40, 3922, 0.712, 0.773, 0.742, 0.956, 21.758
Dubbo, 102, 26, 31, 3931, 0.767, 0.797, 0.782, 0.959, 23.505
Gradle, 77, 51, 23, 3939, 0.770, 0.602, 0.675, 0.959, 23.604
Groovy, 101, 27, 39, 3923, 0.721, 0.789, 0.754, 0.957, 22.052
Hive, 110, 18, 37, 3925, 0.748, 0.859, 0.800, 0.958, 22.911
Maven, 101, 27, 53, 3909, 0.656, 0.789, 0.716, 0.952, 19.956
Poi, 109, 19, 30, 3932, 0.784, 0.852, 0.816, 0.960, 24.057
SpringFramework, 104, 24, 24, 3938, 0.813, 0.813, 0.813, 0.961, 24.962
Storm, 94, 34, 44, 3918, 0.681, 0.734, 0.707, 0.954, 20.765
Tomcat, 96, 32, 33, 3929, 0.744, 0.750, 0.747, 0.958, 22.779
Zookeeper, 93, 35, 24, 3938, 0.795, 0.727, 0.759, 0.961, 24.399
