Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 37, 64, 53, 2340, 0.411, 0.366, 0.387, 0.901, 9.152
ArgoUML, 40, 61, 12, 2381, 0.769, 0.396, 0.523, 0.947, 17.995
Columba, 70, 31, 37, 2356, 0.654, 0.693, 0.673, 0.938, 15.154
EMF, 51, 50, 38, 2355, 0.573, 0.505, 0.537, 0.929, 13.150
Hibernate, 58, 43, 25, 2368, 0.699, 0.574, 0.630, 0.942, 16.255
JEdit, 46, 55, 107, 2286, 0.301, 0.455, 0.362, 0.865, 6.424
JMeter, 58, 43, 16, 2377, 0.784, 0.574, 0.663, 0.948, 18.354
JRuby, 76, 25, 32, 2361, 0.704, 0.752, 0.727, 0.942, 16.377
SQuirrel, 53, 48, 20, 2373, 0.726, 0.525, 0.609, 0.944, 16.928
Dubbo, 72, 29, 53, 2340, 0.576, 0.713, 0.637, 0.930, 13.223
Gradle, 43, 58, 21, 2372, 0.672, 0.426, 0.521, 0.940, 15.591
Groovy, 50, 51, 14, 2379, 0.781, 0.495, 0.606, 0.948, 18.291
Hive, 79, 22, 51, 2342, 0.608, 0.782, 0.684, 0.933, 14.006
Maven, 55, 46, 36, 2357, 0.604, 0.545, 0.573, 0.933, 13.924
Poi, 72, 29, 36, 2357, 0.667, 0.713, 0.689, 0.939, 15.462
SpringFramework, 54, 47, 23, 2370, 0.701, 0.535, 0.607, 0.942, 16.317
Storm, 51, 50, 25, 2368, 0.671, 0.505, 0.576, 0.940, 15.570
Tomcat, 77, 24, 52, 2341, 0.597, 0.762, 0.670, 0.932, 13.739
Zookeeper, 55, 46, 42, 2351, 0.567, 0.545, 0.556, 0.929, 13.001
