Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 87, 49, 78, 1005, 0.527, 0.640, 0.578, 0.788, 3.726
ArgoUML, 90, 46, 47, 1036, 0.657, 0.662, 0.659, 0.830, 4.888
Columba, 100, 36, 49, 1034, 0.671, 0.735, 0.702, 0.834, 5.016
EMF, 105, 31, 86, 997, 0.550, 0.772, 0.642, 0.797, 3.927
Hibernate, 93, 43, 60, 1023, 0.608, 0.684, 0.644, 0.816, 4.448
JEdit, 97, 39, 156, 927, 0.383, 0.713, 0.499, 0.709, 2.436
JFreeChart, 110, 26, 115, 968, 0.489, 0.809, 0.609, 0.772, 3.382
JMeter, 98, 38, 61, 1022, 0.616, 0.721, 0.664, 0.819, 4.525
JRuby, 96, 40, 49, 1034, 0.662, 0.706, 0.683, 0.831, 4.934
SQuirrel, 108, 28, 74, 1009, 0.593, 0.794, 0.679, 0.812, 4.319
Dubbo, 93, 43, 65, 1018, 0.589, 0.684, 0.633, 0.810, 4.276
Gradle, 91, 45, 49, 1034, 0.650, 0.669, 0.659, 0.828, 4.826
Groovy, 92, 44, 56, 1027, 0.622, 0.676, 0.648, 0.821, 4.572
Hive, 96, 40, 68, 1015, 0.585, 0.706, 0.640, 0.809, 4.247
Poi, 106, 30, 59, 1024, 0.642, 0.779, 0.704, 0.826, 4.758
SpringFramework, 98, 38, 53, 1030, 0.649, 0.721, 0.683, 0.828, 4.817
Storm, 95, 41, 66, 1017, 0.590, 0.699, 0.640, 0.811, 4.289
Tomcat, 99, 37, 56, 1027, 0.639, 0.728, 0.680, 0.825, 4.725
Zookeeper, 99, 37, 71, 1012, 0.582, 0.728, 0.647, 0.808, 4.220
