Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 240, 137, 133, 1982, 0.643, 0.637, 0.640, 0.765, 3.253
ArgoUML, 234, 143, 38, 2077, 0.860, 0.621, 0.721, 0.824, 4.687
Columba, 275, 102, 36, 2079, 0.884, 0.729, 0.799, 0.829, 4.845
EMF, 282, 95, 87, 2028, 0.764, 0.748, 0.756, 0.802, 4.052
JEdit, 252, 125, 207, 1908, 0.549, 0.668, 0.603, 0.724, 2.629
JFreeChart, 293, 84, 213, 1902, 0.579, 0.777, 0.664, 0.739, 2.828
JMeter, 278, 99, 55, 2060, 0.835, 0.737, 0.783, 0.819, 4.518
JRuby, 283, 94, 28, 2087, 0.910, 0.751, 0.823, 0.834, 5.015
SQuirrel, 285, 92, 82, 2033, 0.777, 0.756, 0.766, 0.805, 4.133
Dubbo, 271, 106, 71, 2044, 0.792, 0.719, 0.754, 0.809, 4.238
Gradle, 240, 137, 46, 2069, 0.839, 0.637, 0.724, 0.820, 4.547
Groovy, 260, 117, 34, 2081, 0.884, 0.690, 0.775, 0.829, 4.846
Hive, 293, 84, 75, 2040, 0.796, 0.777, 0.787, 0.810, 4.263
Maven, 266, 111, 91, 2024, 0.745, 0.706, 0.725, 0.797, 3.925
Poi, 288, 89, 43, 2072, 0.870, 0.764, 0.814, 0.826, 4.751
SpringFramework, 275, 102, 50, 2065, 0.846, 0.729, 0.783, 0.821, 4.593
Storm, 269, 108, 74, 2041, 0.784, 0.714, 0.747, 0.807, 4.184
Tomcat, 261, 116, 86, 2029, 0.752, 0.692, 0.721, 0.799, 3.972
Zookeeper, 267, 110, 94, 2021, 0.740, 0.708, 0.724, 0.795, 3.889
