Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 680, 366, 1439, 26855, 0.321, 0.650, 0.430, 0.889, 8.001
ArgoUML, 677, 369, 597, 27697, 0.531, 0.647, 0.584, 0.933, 13.906
Columba, 813, 233, 636, 27658, 0.561, 0.777, 0.652, 0.936, 14.738
EMF, 775, 271, 1428, 26866, 0.352, 0.741, 0.477, 0.899, 8.868
Hibernate, 798, 248, 815, 27479, 0.495, 0.763, 0.600, 0.928, 12.877
JEdit, 693, 353, 3416, 24878, 0.169, 0.663, 0.269, 0.789, 3.731
JFreeChart, 829, 217, 2457, 25837, 0.252, 0.793, 0.383, 0.859, 6.076
JMeter, 783, 263, 808, 27486, 0.492, 0.749, 0.594, 0.928, 12.804
JRuby, 815, 231, 435, 27859, 0.652, 0.779, 0.710, 0.945, 17.288
SQuirrel, 802, 244, 960, 27334, 0.455, 0.767, 0.571, 0.922, 11.767
Dubbo, 800, 246, 1035, 27259, 0.436, 0.765, 0.555, 0.918, 11.229
Gradle, 693, 353, 839, 27455, 0.452, 0.663, 0.538, 0.921, 11.688
Groovy, 769, 277, 664, 27630, 0.537, 0.735, 0.620, 0.934, 14.052
Maven, 765, 281, 1035, 27259, 0.425, 0.731, 0.538, 0.916, 10.921
Poi, 848, 198, 687, 27607, 0.552, 0.811, 0.657, 0.935, 14.496
SpringFramework, 781, 265, 742, 27552, 0.513, 0.747, 0.608, 0.930, 13.384
Storm, 765, 281, 895, 27399, 0.461, 0.731, 0.565, 0.923, 11.927
Tomcat, 825, 221, 1024, 27270, 0.446, 0.789, 0.570, 0.920, 11.515
Zookeeper, 767, 279, 929, 27365, 0.452, 0.733, 0.559, 0.921, 11.685
