Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 156, 130, 1015, 10916, 0.133, 0.545, 0.214, 0.824, 4.691
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 234, 52, 1753, 10178, 0.118, 0.818, 0.206, 0.801, 4.031
EMF, 157, 129, 1220, 10711, 0.114, 0.549, 0.189, 0.795, 3.870
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 220, 66, 1678, 10253, 0.116, 0.769, 0.201, 0.798, 3.951
JFreeChart, 155, 131, 1392, 10539, 0.100, 0.542, 0.169, 0.766, 3.280
JMeter, 192, 94, 611, 11320, 0.239, 0.671, 0.353, 0.902, 9.214
JRuby, 209, 77, 1156, 10775, 0.153, 0.731, 0.253, 0.847, 5.541
SQuirrel, 181, 105, 1125, 10806, 0.139, 0.633, 0.227, 0.831, 4.920
Dubbo, 89, 197, 1001, 10930, 0.082, 0.311, 0.129, 0.713, 2.488
Gradle, 83, 203, 570, 11361, 0.127, 0.290, 0.177, 0.816, 4.430
Groovy, 145, 141, 840, 11091, 0.147, 0.507, 0.228, 0.841, 5.288
Hive, 184, 102, 1067, 10864, 0.147, 0.643, 0.239, 0.841, 5.283
Maven, 129, 157, 1305, 10626, 0.090, 0.451, 0.150, 0.740, 2.843
Poi, 221, 65, 1208, 10723, 0.155, 0.773, 0.258, 0.849, 5.606
SpringFramework, 183, 103, 940, 10991, 0.163, 0.640, 0.260, 0.856, 5.961
Storm, 183, 103, 1182, 10749, 0.134, 0.640, 0.222, 0.825, 4.727
Tomcat, 247, 39, 825, 11106, 0.230, 0.864, 0.364, 0.898, 8.842
Zookeeper, 131, 155, 1069, 10862, 0.109, 0.458, 0.176, 0.786, 3.663
