Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 224, 152, 147, 1968, 0.604, 0.596, 0.600, 0.750, 3.000
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 299, 77, 294, 1821, 0.504, 0.795, 0.617, 0.701, 2.340
EMF, 278, 98, 205, 1910, 0.576, 0.739, 0.647, 0.738, 2.813
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 303, 73, 331, 1784, 0.478, 0.806, 0.600, 0.684, 2.166
JFreeChart, 281, 95, 292, 1823, 0.490, 0.747, 0.592, 0.692, 2.249
JMeter, 279, 97, 171, 1944, 0.620, 0.742, 0.676, 0.757, 3.107
JRuby, 280, 96, 303, 1812, 0.480, 0.745, 0.584, 0.686, 2.182
SQuirrel, 298, 78, 267, 1848, 0.527, 0.793, 0.633, 0.714, 2.494
Dubbo, 117, 259, 185, 1930, 0.387, 0.311, 0.345, 0.610, 1.567
Gradle, 152, 224, 88, 2027, 0.633, 0.404, 0.494, 0.762, 3.196
Groovy, 165, 211, 140, 1975, 0.541, 0.439, 0.485, 0.721, 2.584
Hive, 275, 101, 175, 1940, 0.611, 0.731, 0.666, 0.753, 3.049
Maven, 88, 288, 198, 1917, 0.308, 0.234, 0.266, 0.509, 1.038
Poi, 261, 115, 261, 1854, 0.500, 0.694, 0.581, 0.698, 2.312
SpringFramework, 280, 96, 211, 1904, 0.570, 0.745, 0.646, 0.735, 2.778
Storm, 247, 129, 244, 1871, 0.503, 0.657, 0.570, 0.700, 2.333
Tomcat, 279, 97, 230, 1885, 0.548, 0.742, 0.631, 0.725, 2.631
Zookeeper, 89, 287, 220, 1895, 0.288, 0.237, 0.260, 0.476, 0.908
