Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 104, 96, 191, 4081, 0.353, 0.520, 0.420, 0.873, 6.883
ArgoUML, 126, 74, 492, 3780, 0.204, 0.630, 0.308, 0.781, 3.559
Columba, 147, 53, 524, 3748, 0.219, 0.735, 0.338, 0.796, 3.899
EMF, 143, 57, 310, 3962, 0.316, 0.715, 0.438, 0.858, 6.058
Hibernate, 130, 70, 240, 4032, 0.351, 0.650, 0.456, 0.873, 6.856
JEdit, 156, 44, 558, 3714, 0.218, 0.780, 0.341, 0.795, 3.885
JFreeChart, 124, 76, 405, 3867, 0.234, 0.620, 0.340, 0.809, 4.241
JMeter, 112, 88, 181, 4091, 0.382, 0.560, 0.454, 0.883, 7.547
JRuby, 127, 73, 305, 3967, 0.294, 0.635, 0.402, 0.848, 5.573
SQuirrel, 169, 31, 222, 4050, 0.432, 0.845, 0.572, 0.897, 8.665
Dubbo, 53, 147, 263, 4009, 0.168, 0.265, 0.205, 0.733, 2.750
Gradle, 60, 140, 178, 4094, 0.252, 0.300, 0.274, 0.823, 4.637
Groovy, 82, 118, 285, 3987, 0.223, 0.410, 0.289, 0.800, 3.996
Hive, 127, 73, 232, 4040, 0.354, 0.635, 0.454, 0.874, 6.910
Maven, 60, 140, 311, 3961, 0.162, 0.300, 0.210, 0.723, 2.616
Poi, 110, 90, 287, 3985, 0.277, 0.550, 0.369, 0.839, 5.195
SpringFramework, 133, 67, 373, 3899, 0.263, 0.665, 0.377, 0.830, 4.877
Storm, 120, 80, 319, 3953, 0.273, 0.600, 0.376, 0.836, 5.112
Tomcat, 124, 76, 307, 3965, 0.288, 0.620, 0.393, 0.845, 5.433
Zookeeper, 64, 136, 441, 3831, 0.127, 0.320, 0.182, 0.647, 1.834
