Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 25, 37, 225, 2403, 0.100, 0.403, 0.160, 0.770, 3.339
ArgoUML, 33, 29, 366, 2262, 0.083, 0.532, 0.143, 0.721, 2.588
Columba, 39, 23, 314, 2314, 0.110, 0.629, 0.188, 0.791, 3.793
EMF, 27, 35, 279, 2349, 0.088, 0.435, 0.147, 0.739, 2.828
Hibernate, 32, 30, 270, 2358, 0.106, 0.516, 0.176, 0.782, 3.597
JEdit, 42, 20, 397, 2231, 0.096, 0.677, 0.168, 0.759, 3.151
JFreeChart, 30, 32, 302, 2326, 0.090, 0.484, 0.152, 0.745, 2.921
JMeter, 29, 33, 146, 2482, 0.166, 0.468, 0.245, 0.861, 6.190
JRuby, 38, 24, 352, 2276, 0.097, 0.613, 0.168, 0.763, 3.227
SQuirrel, 31, 31, 272, 2356, 0.102, 0.500, 0.170, 0.775, 3.439
Dubbo, 11, 51, 219, 2409, 0.048, 0.177, 0.075, 0.518, 1.075
Gradle, 12, 50, 123, 2505, 0.089, 0.194, 0.122, 0.741, 2.857
Groovy, 28, 34, 460, 2168, 0.057, 0.452, 0.102, 0.598, 1.489
Hive, 35, 27, 209, 2419, 0.143, 0.565, 0.229, 0.839, 5.224
Maven, 23, 39, 235, 2393, 0.089, 0.371, 0.144, 0.741, 2.868
Poi, 35, 27, 184, 2444, 0.160, 0.565, 0.249, 0.856, 5.934
SpringFramework, 32, 30, 233, 2395, 0.121, 0.516, 0.196, 0.809, 4.239
Storm, 24, 38, 179, 2449, 0.118, 0.387, 0.181, 0.805, 4.130
Tomcat, 38, 24, 216, 2412, 0.150, 0.613, 0.241, 0.846, 5.491
Zookeeper, 42, 20, 172, 2456, 0.196, 0.677, 0.304, 0.883, 7.515
