Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 181, 201, 195, 3074, 0.481, 0.474, 0.478, 0.783, 3.601
ArgoUML, 283, 99, 380, 2889, 0.427, 0.741, 0.542, 0.755, 3.080
Columba, 333, 49, 382, 2887, 0.466, 0.872, 0.607, 0.775, 3.451
EMF, 202, 180, 279, 2990, 0.420, 0.529, 0.468, 0.751, 3.014
Hibernate, 322, 60, 185, 3084, 0.635, 0.843, 0.724, 0.835, 5.070
JEdit, 272, 110, 365, 2904, 0.427, 0.712, 0.534, 0.755, 3.081
JFreeChart, 241, 141, 377, 2892, 0.390, 0.631, 0.482, 0.732, 2.727
JMeter, 326, 56, 207, 3062, 0.612, 0.853, 0.713, 0.829, 4.846
JRuby, 346, 36, 117, 3152, 0.747, 0.906, 0.819, 0.860, 6.142
SQuirrel, 235, 147, 347, 2922, 0.404, 0.615, 0.488, 0.741, 2.859
Dubbo, 184, 198, 180, 3089, 0.505, 0.482, 0.493, 0.793, 3.831
Gradle, 108, 274, 121, 3148, 0.472, 0.283, 0.354, 0.778, 3.508
Groovy, 264, 118, 190, 3079, 0.581, 0.691, 0.632, 0.820, 4.558
Hive, 323, 59, 274, 2995, 0.541, 0.846, 0.660, 0.807, 4.171
Maven, 218, 164, 266, 3003, 0.450, 0.571, 0.503, 0.768, 3.305
Poi, 324, 58, 321, 2948, 0.502, 0.848, 0.631, 0.792, 3.801
SpringFramework, 321, 61, 849, 2420, 0.274, 0.840, 0.414, 0.619, 1.622
Storm, 308, 74, 217, 3052, 0.587, 0.806, 0.679, 0.822, 4.607
Tomcat, 335, 47, 286, 2983, 0.539, 0.877, 0.668, 0.806, 4.156
Zookeeper, 218, 164, 352, 2917, 0.382, 0.571, 0.458, 0.726, 2.655
