Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 159, 161, 290, 2713, 0.354, 0.497, 0.414, 0.728, 2.677
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 233, 87, 643, 2360, 0.266, 0.728, 0.390, 0.638, 1.762
EMF, 215, 105, 396, 2607, 0.352, 0.672, 0.462, 0.726, 2.654
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 259, 61, 643, 2360, 0.287, 0.809, 0.424, 0.665, 1.982
JFreeChart, 210, 110, 517, 2486, 0.289, 0.656, 0.401, 0.667, 2.000
JMeter, 224, 96, 366, 2637, 0.380, 0.700, 0.492, 0.746, 2.943
JRuby, 228, 92, 450, 2553, 0.336, 0.712, 0.457, 0.714, 2.492
SQuirrel, 248, 72, 471, 2532, 0.345, 0.775, 0.477, 0.721, 2.582
Dubbo, 79, 241, 332, 2671, 0.192, 0.247, 0.216, 0.499, 0.996
Gradle, 209, 111, 107, 2896, 0.661, 0.653, 0.657, 0.854, 5.868
Groovy, 132, 188, 301, 2702, 0.305, 0.412, 0.351, 0.684, 2.166
Hive, 226, 94, 405, 2598, 0.358, 0.706, 0.475, 0.731, 2.719
Maven, 113, 207, 366, 2637, 0.236, 0.353, 0.283, 0.592, 1.450
Poi, 218, 102, 456, 2547, 0.323, 0.681, 0.439, 0.702, 2.359
SpringFramework, 223, 97, 496, 2507, 0.310, 0.697, 0.429, 0.690, 2.221
Storm, 159, 161, 429, 2574, 0.270, 0.497, 0.350, 0.644, 1.808
Tomcat, 229, 91, 477, 2526, 0.324, 0.716, 0.446, 0.703, 2.368
Zookeeper, 81, 239, 427, 2576, 0.159, 0.253, 0.196, 0.396, 0.656
