Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 365, 252, 777, 13638, 0.320, 0.592, 0.415, 0.872, 6.787
ArgoUML, 427, 190, 1707, 12708, 0.200, 0.692, 0.310, 0.795, 3.875
Columba, 530, 87, 1880, 12535, 0.220, 0.859, 0.350, 0.813, 4.358
EMF, 461, 156, 1391, 13024, 0.249, 0.747, 0.373, 0.835, 5.064
Hibernate, 474, 143, 1192, 13223, 0.285, 0.768, 0.415, 0.856, 5.932
JEdit, 508, 109, 2198, 12217, 0.188, 0.823, 0.306, 0.781, 3.574
JFreeChart, 435, 182, 1909, 12506, 0.186, 0.705, 0.294, 0.779, 3.521
JMeter, 501, 116, 1261, 13154, 0.284, 0.812, 0.421, 0.856, 5.927
JRuby, 495, 122, 1129, 13286, 0.305, 0.802, 0.442, 0.865, 6.426
SQuirrel, 513, 104, 2350, 12065, 0.179, 0.831, 0.295, 0.771, 3.365
Dubbo, 196, 421, 1305, 13110, 0.131, 0.318, 0.185, 0.686, 2.181
Gradle, 246, 371, 631, 13784, 0.281, 0.399, 0.329, 0.854, 5.834
Groovy, 368, 249, 1087, 13328, 0.253, 0.596, 0.355, 0.838, 5.162
Hive, 487, 130, 1049, 13366, 0.317, 0.789, 0.452, 0.871, 6.724
Maven, 251, 366, 1464, 12951, 0.146, 0.407, 0.215, 0.720, 2.566
Poi, 561, 56, 775, 13640, 0.420, 0.909, 0.575, 0.902, 9.230
SpringFramework, 525, 92, 942, 13473, 0.358, 0.851, 0.504, 0.885, 7.719
Storm, 464, 153, 1806, 12609, 0.204, 0.752, 0.321, 0.799, 3.980
Tomcat, 513, 104, 1095, 13320, 0.319, 0.831, 0.461, 0.871, 6.773
Zookeeper, 229, 388, 1050, 13365, 0.179, 0.371, 0.242, 0.771, 3.362
