Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 51, 77, 17, 3945, 0.750, 0.398, 0.520, 0.958, 22.965
ArgoUML, 78, 50, 17, 3945, 0.821, 0.609, 0.700, 0.962, 25.235
EMF, 83, 45, 20, 3942, 0.806, 0.648, 0.719, 0.961, 24.749
Hibernate, 98, 30, 46, 3916, 0.681, 0.766, 0.721, 0.954, 20.746
JEdit, 55, 73, 64, 3898, 0.462, 0.430, 0.445, 0.932, 13.768
JFreeChart, 91, 37, 25, 3937, 0.784, 0.711, 0.746, 0.960, 24.067
JMeter, 86, 42, 14, 3948, 0.860, 0.672, 0.754, 0.964, 26.480
JRuby, 107, 21, 10, 3952, 0.915, 0.836, 0.873, 0.966, 28.222
SQuirrel, 85, 43, 20, 3942, 0.810, 0.664, 0.730, 0.961, 24.867
Dubbo, 64, 64, 8, 3954, 0.889, 0.500, 0.640, 0.965, 27.403
Gradle, 57, 71, 5, 3957, 0.919, 0.445, 0.600, 0.966, 28.376
Groovy, 86, 42, 20, 3942, 0.811, 0.672, 0.735, 0.961, 24.924
Hive, 88, 40, 20, 3942, 0.815, 0.688, 0.746, 0.962, 25.036
Maven, 79, 49, 22, 3940, 0.782, 0.617, 0.690, 0.960, 23.993
Poi, 104, 24, 18, 3944, 0.852, 0.813, 0.832, 0.963, 26.239
SpringFramework, 94, 34, 7, 3955, 0.931, 0.734, 0.821, 0.966, 28.739
Storm, 80, 48, 17, 3945, 0.825, 0.625, 0.711, 0.962, 25.353
Tomcat, 89, 39, 19, 3943, 0.824, 0.695, 0.754, 0.962, 25.332
Zookeeper, 69, 59, 8, 3954, 0.896, 0.539, 0.673, 0.965, 27.633
