Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 21, 64, 10, 1554, 0.677, 0.247, 0.362, 0.924, 12.142
ArgoUML, 35, 50, 25, 1539, 0.583, 0.412, 0.483, 0.912, 10.317
Columba, 55, 30, 24, 1540, 0.696, 0.647, 0.671, 0.926, 12.506
EMF, 38, 47, 24, 1540, 0.613, 0.447, 0.517, 0.916, 10.890
Hibernate, 43, 42, 26, 1538, 0.623, 0.506, 0.558, 0.917, 11.090
JEdit, 24, 61, 22, 1542, 0.522, 0.282, 0.366, 0.901, 9.122
JFreeChart, 45, 40, 42, 1522, 0.517, 0.529, 0.523, 0.900, 9.034
JMeter, 44, 41, 20, 1544, 0.688, 0.518, 0.591, 0.925, 12.338
JRuby, 56, 29, 18, 1546, 0.757, 0.659, 0.704, 0.932, 13.681
SQuirrel, 34, 51, 20, 1544, 0.630, 0.400, 0.489, 0.918, 11.215
Gradle, 25, 60, 14, 1550, 0.641, 0.294, 0.403, 0.920, 11.436
Groovy, 39, 46, 11, 1553, 0.780, 0.459, 0.578, 0.934, 14.132
Hive, 49, 36, 19, 1545, 0.721, 0.576, 0.641, 0.928, 12.979
Maven, 28, 57, 22, 1542, 0.560, 0.329, 0.415, 0.908, 9.864
Poi, 59, 26, 20, 1544, 0.747, 0.694, 0.720, 0.931, 13.489
SpringFramework, 46, 39, 19, 1545, 0.708, 0.541, 0.613, 0.927, 12.729
Storm, 39, 46, 16, 1548, 0.709, 0.459, 0.557, 0.927, 12.756
Tomcat, 48, 37, 27, 1537, 0.640, 0.565, 0.600, 0.919, 11.416
Zookeeper, 39, 46, 19, 1545, 0.672, 0.459, 0.545, 0.923, 12.045
