Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 493, 553, 400, 27894, 0.552, 0.471, 0.509, 0.935, 14.485
ArgoUML, 648, 398, 546, 27748, 0.543, 0.620, 0.579, 0.934, 14.223
Columba, 774, 272, 377, 27917, 0.672, 0.740, 0.705, 0.947, 17.862
EMF, 697, 349, 490, 27804, 0.587, 0.666, 0.624, 0.939, 15.471
Hibernate, 759, 287, 616, 27678, 0.552, 0.726, 0.627, 0.935, 14.483
JEdit, 554, 492, 1444, 26850, 0.277, 0.530, 0.364, 0.871, 6.778
JFreeChart, 728, 318, 777, 27517, 0.484, 0.696, 0.571, 0.926, 12.568
JMeter, 732, 314, 351, 27943, 0.676, 0.700, 0.688, 0.947, 17.959
JRuby, 776, 270, 348, 27946, 0.690, 0.742, 0.715, 0.948, 18.365
SQuirrel, 738, 308, 404, 27890, 0.646, 0.706, 0.675, 0.945, 17.127
Dubbo, 591, 455, 326, 27968, 0.644, 0.565, 0.602, 0.945, 17.078
Gradle, 561, 485, 413, 27881, 0.576, 0.536, 0.555, 0.938, 15.156
Groovy, 635, 411, 262, 28032, 0.708, 0.607, 0.654, 0.950, 18.857
Maven, 638, 408, 664, 27630, 0.490, 0.610, 0.543, 0.927, 12.745
Poi, 791, 255, 335, 27959, 0.702, 0.756, 0.728, 0.949, 18.705
SpringFramework, 719, 327, 308, 27986, 0.700, 0.687, 0.694, 0.949, 18.638
Storm, 666, 380, 374, 27920, 0.640, 0.637, 0.639, 0.944, 16.963
Tomcat, 748, 298, 511, 27783, 0.594, 0.715, 0.649, 0.940, 15.665
Zookeeper, 602, 444, 330, 27964, 0.646, 0.576, 0.609, 0.945, 17.118
