Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 24, 74, 71, 7543, 0.253, 0.245, 0.249, 0.950, 18.881
ArgoUML, 50, 48, 104, 7510, 0.325, 0.510, 0.397, 0.961, 24.550
Columba, 66, 32, 35, 7579, 0.653, 0.673, 0.663, 0.981, 50.424
EMF, 57, 41, 71, 7543, 0.445, 0.582, 0.504, 0.971, 34.043
Hibernate, 64, 34, 84, 7530, 0.432, 0.653, 0.520, 0.971, 33.030
JEdit, 30, 68, 222, 7392, 0.119, 0.306, 0.171, 0.893, 8.368
JFreeChart, 61, 37, 183, 7431, 0.250, 0.622, 0.357, 0.949, 18.673
JMeter, 60, 38, 42, 7572, 0.588, 0.612, 0.600, 0.978, 45.291
JRuby, 66, 32, 43, 7571, 0.606, 0.673, 0.638, 0.979, 46.650
SQuirrel, 66, 32, 88, 7526, 0.429, 0.673, 0.524, 0.970, 32.726
Dubbo, 49, 49, 41, 7573, 0.544, 0.500, 0.521, 0.977, 41.844
Gradle, 40, 58, 54, 7560, 0.426, 0.408, 0.417, 0.970, 32.487
Groovy, 56, 42, 29, 7585, 0.659, 0.571, 0.612, 0.981, 50.845
Hive, 71, 27, 62, 7552, 0.534, 0.724, 0.615, 0.976, 41.010
Maven, 43, 55, 142, 7472, 0.232, 0.439, 0.304, 0.945, 17.291
Poi, 66, 32, 40, 7574, 0.623, 0.673, 0.647, 0.980, 47.998
Storm, 55, 43, 59, 7555, 0.482, 0.561, 0.519, 0.974, 36.966
Tomcat, 59, 39, 80, 7534, 0.424, 0.602, 0.498, 0.970, 32.402
Zookeeper, 59, 39, 77, 7537, 0.434, 0.602, 0.504, 0.971, 33.139
