Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 550, 419, 144, 4313, 0.793, 0.568, 0.661, 0.775, 3.438
Columba, 868, 101, 180, 4277, 0.828, 0.896, 0.861, 0.784, 3.638
EMF, 803, 166, 181, 4276, 0.816, 0.829, 0.822, 0.781, 3.570
Hibernate, 828, 141, 213, 4244, 0.795, 0.854, 0.824, 0.775, 3.454
JEdit, 564, 405, 189, 4268, 0.749, 0.582, 0.655, 0.762, 3.194
JFreeChart, 808, 161, 226, 4231, 0.781, 0.834, 0.807, 0.771, 3.376
JMeter, 806, 163, 169, 4288, 0.827, 0.832, 0.829, 0.784, 3.629
JRuby, 852, 117, 178, 4279, 0.827, 0.879, 0.852, 0.784, 3.632
SQuirrel, 864, 105, 208, 4249, 0.806, 0.892, 0.847, 0.778, 3.513
Dubbo, 618, 351, 131, 4326, 0.825, 0.638, 0.719, 0.784, 3.620
Gradle, 665, 304, 125, 4332, 0.842, 0.686, 0.756, 0.788, 3.714
Groovy, 710, 259, 140, 4317, 0.835, 0.733, 0.781, 0.786, 3.677
Hive, 824, 145, 191, 4266, 0.812, 0.850, 0.831, 0.780, 3.546
Maven, 736, 233, 163, 4294, 0.819, 0.760, 0.788, 0.782, 3.584
Poi, 824, 145, 168, 4289, 0.831, 0.850, 0.840, 0.785, 3.651
SpringFramework, 805, 164, 188, 4269, 0.811, 0.831, 0.821, 0.780, 3.539
Storm, 771, 198, 170, 4287, 0.819, 0.796, 0.807, 0.782, 3.588
Tomcat, 798, 171, 192, 4265, 0.806, 0.824, 0.815, 0.778, 3.514
Zookeeper, 680, 289, 152, 4305, 0.817, 0.702, 0.755, 0.781, 3.577
