Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 129, 192, 84, 2919, 0.606, 0.402, 0.483, 0.841, 5.271
ArgoUML, 210, 111, 192, 2811, 0.522, 0.654, 0.581, 0.815, 4.409
Columba, 237, 84, 138, 2865, 0.632, 0.738, 0.681, 0.847, 5.544
EMF, 237, 84, 137, 2866, 0.634, 0.738, 0.682, 0.848, 5.562
Hibernate, 250, 71, 175, 2828, 0.588, 0.779, 0.670, 0.836, 5.091
JEdit, 174, 147, 221, 2782, 0.441, 0.542, 0.486, 0.781, 3.562
JFreeChart, 234, 87, 200, 2803, 0.539, 0.729, 0.620, 0.821, 4.583
JMeter, 230, 91, 122, 2881, 0.653, 0.717, 0.684, 0.852, 5.766
JRuby, 231, 90, 130, 2873, 0.640, 0.720, 0.677, 0.849, 5.626
SQuirrel, 234, 87, 147, 2856, 0.614, 0.729, 0.667, 0.843, 5.360
Dubbo, 153, 168, 64, 2939, 0.705, 0.477, 0.569, 0.863, 6.301
Groovy, 194, 127, 81, 2922, 0.705, 0.604, 0.651, 0.863, 6.305
Hive, 210, 111, 121, 2882, 0.634, 0.654, 0.644, 0.848, 5.570
Maven, 203, 118, 150, 2853, 0.575, 0.632, 0.602, 0.832, 4.955
Poi, 232, 89, 134, 2869, 0.634, 0.723, 0.675, 0.848, 5.564
SpringFramework, 218, 103, 121, 2882, 0.643, 0.679, 0.661, 0.850, 5.659
Storm, 208, 113, 131, 2872, 0.614, 0.648, 0.630, 0.843, 5.354
Tomcat, 209, 112, 115, 2888, 0.645, 0.651, 0.648, 0.850, 5.680
Zookeeper, 172, 149, 82, 2921, 0.677, 0.536, 0.598, 0.857, 6.012
