Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 26, 72, 52, 7562, 0.333, 0.265, 0.295, 0.962, 25.231
ArgoUML, 50, 48, 104, 7510, 0.325, 0.510, 0.397, 0.961, 24.550
Columba, 64, 34, 24, 7590, 0.727, 0.653, 0.688, 0.983, 56.232
EMF, 56, 42, 61, 7553, 0.479, 0.571, 0.521, 0.973, 36.665
Hibernate, 64, 34, 84, 7530, 0.432, 0.653, 0.520, 0.971, 33.030
JEdit, 25, 73, 167, 7447, 0.130, 0.255, 0.172, 0.902, 9.247
JFreeChart, 57, 41, 139, 7475, 0.291, 0.582, 0.388, 0.956, 21.885
JMeter, 60, 38, 35, 7579, 0.632, 0.612, 0.622, 0.980, 48.701
JRuby, 66, 32, 43, 7571, 0.606, 0.673, 0.638, 0.979, 46.650
SQuirrel, 67, 31, 67, 7547, 0.500, 0.684, 0.578, 0.975, 38.347
Dubbo, 36, 62, 43, 7571, 0.456, 0.367, 0.407, 0.972, 34.861
Gradle, 40, 58, 54, 7560, 0.426, 0.408, 0.417, 0.970, 32.487
Groovy, 56, 42, 26, 7588, 0.683, 0.571, 0.622, 0.981, 52.742
Hive, 64, 34, 55, 7559, 0.538, 0.653, 0.590, 0.976, 41.323
Maven, 43, 55, 142, 7472, 0.232, 0.439, 0.304, 0.945, 17.291
Poi, 63, 35, 42, 7572, 0.600, 0.643, 0.621, 0.979, 46.216
Storm, 53, 45, 45, 7569, 0.541, 0.541, 0.541, 0.977, 41.559
Tomcat, 55, 43, 55, 7559, 0.500, 0.561, 0.529, 0.975, 38.347
Zookeeper, 52, 46, 79, 7535, 0.397, 0.531, 0.454, 0.968, 30.237
