Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 22, 41, 30, 2598, 0.423, 0.349, 0.383, 0.945, 17.071
ArgoUML, 19, 44, 40, 2588, 0.322, 0.302, 0.311, 0.927, 12.755
Columba, 28, 35, 24, 2604, 0.538, 0.444, 0.487, 0.957, 22.000
EMF, 24, 39, 27, 2601, 0.471, 0.381, 0.421, 0.950, 19.101
Hibernate, 27, 36, 50, 2578, 0.351, 0.429, 0.386, 0.933, 13.978
JEdit, 24, 39, 87, 2541, 0.216, 0.381, 0.276, 0.892, 8.236
JFreeChart, 26, 37, 33, 2595, 0.441, 0.413, 0.426, 0.947, 17.823
JMeter, 21, 42, 22, 2606, 0.488, 0.333, 0.396, 0.952, 19.860
JRuby, 34, 29, 28, 2600, 0.548, 0.540, 0.544, 0.957, 22.424
SQuirrel, 25, 38, 17, 2611, 0.595, 0.397, 0.476, 0.961, 24.425
Dubbo, 21, 42, 28, 2600, 0.429, 0.333, 0.375, 0.945, 17.306
Gradle, 23, 40, 18, 2610, 0.561, 0.365, 0.442, 0.958, 22.962
Groovy, 23, 40, 26, 2602, 0.469, 0.365, 0.411, 0.950, 19.050
Hive, 29, 34, 19, 2609, 0.604, 0.460, 0.523, 0.961, 24.807
Maven, 24, 39, 46, 2582, 0.343, 0.381, 0.361, 0.932, 13.645
Poi, 31, 32, 23, 2605, 0.574, 0.492, 0.530, 0.959, 23.521
SpringFramework, 24, 39, 19, 2609, 0.558, 0.381, 0.453, 0.958, 22.841
Storm, 25, 38, 25, 2603, 0.500, 0.397, 0.442, 0.953, 20.357
Tomcat, 31, 32, 13, 2615, 0.705, 0.492, 0.579, 0.967, 29.094
