Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 217, 401, 113, 14302, 0.658, 0.351, 0.458, 0.937, 14.996
ArgoUML, 342, 276, 136, 14279, 0.715, 0.553, 0.624, 0.943, 16.404
Columba, 475, 143, 94, 14321, 0.835, 0.769, 0.800, 0.951, 19.307
EMF, 388, 230, 169, 14246, 0.697, 0.628, 0.660, 0.941, 15.945
Hibernate, 429, 189, 230, 14185, 0.651, 0.694, 0.672, 0.937, 14.835
JEdit, 212, 406, 380, 14035, 0.358, 0.343, 0.350, 0.885, 7.711
JFreeChart, 380, 238, 208, 14207, 0.646, 0.615, 0.630, 0.936, 14.720
JMeter, 395, 223, 95, 14320, 0.806, 0.639, 0.713, 0.949, 18.609
JRuby, 499, 119, 151, 14264, 0.768, 0.807, 0.787, 0.946, 17.674
SQuirrel, 439, 179, 169, 14246, 0.722, 0.710, 0.716, 0.943, 16.564
Dubbo, 279, 339, 88, 14327, 0.760, 0.451, 0.566, 0.946, 17.492
Gradle, 270, 348, 119, 14296, 0.694, 0.437, 0.536, 0.941, 15.884
Groovy, 341, 277, 89, 14326, 0.793, 0.552, 0.651, 0.948, 18.290
Hive, 489, 129, 156, 14259, 0.758, 0.791, 0.774, 0.946, 17.442
Maven, 324, 294, 220, 14195, 0.596, 0.524, 0.558, 0.931, 13.488
SpringFramework, 423, 195, 114, 14301, 0.788, 0.684, 0.732, 0.948, 18.161
Storm, 369, 249, 135, 14280, 0.732, 0.597, 0.658, 0.944, 16.810
Tomcat, 430, 188, 140, 14275, 0.754, 0.696, 0.724, 0.946, 17.351
Zookeeper, 318, 300, 122, 14293, 0.723, 0.515, 0.601, 0.943, 16.581
