Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 41, 87, 13, 3949, 0.759, 0.320, 0.451, 0.959, 23.261
ArgoUML, 78, 50, 17, 3945, 0.821, 0.609, 0.700, 0.962, 25.235
EMF, 81, 47, 18, 3944, 0.818, 0.633, 0.714, 0.962, 25.143
Hibernate, 98, 30, 46, 3916, 0.681, 0.766, 0.721, 0.954, 20.746
JEdit, 48, 80, 50, 3912, 0.490, 0.375, 0.425, 0.936, 14.651
JFreeChart, 94, 34, 24, 3938, 0.797, 0.734, 0.764, 0.961, 24.454
JMeter, 83, 45, 14, 3948, 0.856, 0.648, 0.738, 0.963, 26.341
JRuby, 107, 21, 10, 3952, 0.915, 0.836, 0.873, 0.966, 28.222
SQuirrel, 89, 39, 12, 3950, 0.881, 0.695, 0.777, 0.964, 27.157
Dubbo, 49, 79, 6, 3956, 0.891, 0.383, 0.536, 0.965, 27.467
Gradle, 57, 71, 5, 3957, 0.919, 0.445, 0.600, 0.966, 28.376
Groovy, 85, 43, 17, 3945, 0.833, 0.664, 0.739, 0.962, 25.628
Hive, 87, 41, 13, 3949, 0.870, 0.680, 0.763, 0.964, 26.799
Maven, 79, 49, 22, 3940, 0.782, 0.617, 0.690, 0.960, 23.993
Poi, 104, 24, 17, 3945, 0.860, 0.813, 0.835, 0.964, 26.464
SpringFramework, 90, 38, 9, 3953, 0.909, 0.703, 0.793, 0.966, 28.048
Storm, 75, 53, 13, 3949, 0.852, 0.586, 0.694, 0.963, 26.233
Tomcat, 77, 51, 13, 3949, 0.856, 0.602, 0.706, 0.963, 26.338
Zookeeper, 65, 63, 5, 3957, 0.929, 0.508, 0.657, 0.966, 28.671
