Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 452, 517, 106, 4351, 0.810, 0.466, 0.592, 0.780, 3.536
Columba, 863, 106, 176, 4281, 0.831, 0.891, 0.860, 0.785, 3.651
EMF, 769, 200, 174, 4283, 0.815, 0.794, 0.804, 0.781, 3.566
Hibernate, 828, 141, 213, 4244, 0.795, 0.854, 0.824, 0.775, 3.454
JEdit, 522, 447, 127, 4330, 0.804, 0.539, 0.645, 0.778, 3.504
JFreeChart, 746, 223, 186, 4271, 0.800, 0.770, 0.785, 0.777, 3.482
JMeter, 797, 172, 167, 4290, 0.827, 0.822, 0.825, 0.784, 3.630
JRuby, 852, 117, 178, 4279, 0.827, 0.879, 0.852, 0.784, 3.632
SQuirrel, 876, 93, 212, 4245, 0.805, 0.904, 0.852, 0.778, 3.508
Dubbo, 525, 444, 95, 4362, 0.847, 0.542, 0.661, 0.789, 3.742
Gradle, 665, 304, 125, 4332, 0.842, 0.686, 0.756, 0.788, 3.714
Groovy, 639, 330, 115, 4342, 0.847, 0.659, 0.742, 0.789, 3.746
Hive, 793, 176, 158, 4299, 0.834, 0.818, 0.826, 0.786, 3.669
Maven, 736, 233, 163, 4294, 0.819, 0.760, 0.788, 0.782, 3.584
Poi, 841, 128, 165, 4292, 0.836, 0.868, 0.852, 0.786, 3.681
SpringFramework, 766, 203, 173, 4284, 0.816, 0.791, 0.803, 0.781, 3.568
Storm, 736, 233, 135, 4322, 0.845, 0.760, 0.800, 0.789, 3.732
Tomcat, 737, 232, 155, 4302, 0.826, 0.761, 0.792, 0.784, 3.627
Zookeeper, 646, 323, 135, 4322, 0.827, 0.667, 0.738, 0.784, 3.632
