Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 129, 191, 222, 2781, 0.368, 0.403, 0.385, 0.738, 2.816
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 199, 121, 479, 2524, 0.294, 0.622, 0.399, 0.672, 2.048
EMF, 233, 87, 396, 2607, 0.370, 0.728, 0.491, 0.740, 2.847
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 247, 73, 414, 2589, 0.374, 0.772, 0.504, 0.742, 2.880
JFreeChart, 199, 121, 411, 2592, 0.326, 0.622, 0.428, 0.705, 2.388
JMeter, 199, 121, 308, 2695, 0.393, 0.622, 0.481, 0.755, 3.076
JRuby, 213, 107, 380, 2623, 0.359, 0.666, 0.467, 0.732, 2.730
SQuirrel, 218, 102, 337, 2666, 0.393, 0.681, 0.498, 0.755, 3.079
Dubbo, 101, 219, 242, 2761, 0.294, 0.316, 0.305, 0.673, 2.058
Gradle, 193, 127, 31, 2972, 0.862, 0.603, 0.710, 0.888, 7.947
Groovy, 146, 174, 232, 2771, 0.386, 0.456, 0.418, 0.751, 3.011
Hive, 195, 125, 243, 2760, 0.445, 0.609, 0.515, 0.784, 3.623
Maven, 89, 231, 287, 2716, 0.237, 0.278, 0.256, 0.593, 1.458
Poi, 167, 153, 329, 2674, 0.337, 0.522, 0.409, 0.714, 2.496
SpringFramework, 212, 108, 272, 2731, 0.438, 0.662, 0.527, 0.780, 3.549
Storm, 196, 124, 315, 2688, 0.384, 0.612, 0.472, 0.749, 2.983
Tomcat, 213, 107, 306, 2697, 0.410, 0.666, 0.508, 0.765, 3.262
Zookeeper, 142, 178, 293, 2710, 0.326, 0.444, 0.376, 0.705, 2.390
