Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 121, 165, 540, 11391, 0.183, 0.423, 0.256, 0.872, 6.820
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 205, 81, 1098, 10833, 0.157, 0.717, 0.258, 0.851, 5.721
EMF, 173, 113, 1052, 10879, 0.141, 0.605, 0.229, 0.834, 5.033
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 194, 92, 889, 11042, 0.179, 0.678, 0.283, 0.869, 6.652
JFreeChart, 143, 143, 1007, 10924, 0.124, 0.500, 0.199, 0.812, 4.312
JMeter, 178, 108, 520, 11411, 0.255, 0.622, 0.362, 0.908, 9.893
JRuby, 187, 99, 624, 11307, 0.231, 0.654, 0.341, 0.898, 8.850
SQuirrel, 145, 141, 666, 11265, 0.179, 0.507, 0.264, 0.869, 6.637
Dubbo, 114, 172, 675, 11256, 0.144, 0.399, 0.212, 0.838, 5.172
Gradle, 60, 226, 325, 11606, 0.156, 0.210, 0.179, 0.850, 5.657
Groovy, 127, 159, 413, 11518, 0.235, 0.444, 0.308, 0.900, 9.046
Hive, 202, 84, 615, 11316, 0.247, 0.706, 0.366, 0.905, 9.562
Maven, 114, 172, 919, 11012, 0.110, 0.399, 0.173, 0.788, 3.714
Poi, 184, 102, 776, 11155, 0.192, 0.643, 0.295, 0.878, 7.187
SpringFramework, 175, 111, 561, 11370, 0.238, 0.612, 0.342, 0.902, 9.157
Storm, 190, 96, 759, 11172, 0.200, 0.664, 0.308, 0.883, 7.552
Tomcat, 233, 53, 412, 11519, 0.361, 0.815, 0.501, 0.935, 14.431
Zookeeper, 174, 112, 511, 11420, 0.254, 0.608, 0.358, 0.908, 9.851
