Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 492, 553, 1596, 26698, 0.236, 0.471, 0.314, 0.849, 5.616
ArgoUML, 726, 319, 4570, 23724, 0.137, 0.695, 0.229, 0.740, 2.849
Columba, 704, 341, 2973, 25321, 0.191, 0.674, 0.298, 0.814, 4.375
EMF, 830, 215, 3168, 25126, 0.208, 0.794, 0.329, 0.828, 4.829
Hibernate, 750, 295, 2604, 25690, 0.224, 0.718, 0.341, 0.841, 5.278
JEdit, 811, 234, 2413, 25881, 0.252, 0.776, 0.380, 0.858, 6.062
JFreeChart, 669, 376, 2443, 25851, 0.215, 0.640, 0.322, 0.834, 5.036
JMeter, 739, 306, 1836, 26458, 0.287, 0.707, 0.408, 0.876, 7.057
JRuby, 746, 299, 2561, 25733, 0.226, 0.714, 0.343, 0.842, 5.333
SQuirrel, 698, 347, 2025, 26269, 0.256, 0.668, 0.370, 0.861, 6.197
Dubbo, 398, 647, 1770, 26524, 0.184, 0.381, 0.248, 0.806, 4.154
Gradle, 273, 772, 1323, 26971, 0.171, 0.261, 0.207, 0.792, 3.802
Groovy, 483, 562, 1013, 27281, 0.323, 0.462, 0.380, 0.890, 8.065
Hive, 852, 193, 741, 27553, 0.535, 0.815, 0.646, 0.933, 14.016
Maven, 304, 741, 2865, 25429, 0.096, 0.291, 0.144, 0.629, 1.693
Poi, 600, 445, 1414, 26880, 0.298, 0.574, 0.392, 0.880, 7.364
SpringFramework, 743, 302, 2008, 26286, 0.270, 0.711, 0.391, 0.868, 6.583
Storm, 731, 314, 1983, 26311, 0.269, 0.700, 0.389, 0.868, 6.562
Tomcat, 719, 326, 1879, 26415, 0.277, 0.688, 0.395, 0.871, 6.770
Zookeeper, 521, 524, 1967, 26327, 0.209, 0.499, 0.295, 0.830, 4.879
