Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 144, 238, 119, 3150, 0.548, 0.377, 0.447, 0.809, 4.233
ArgoUML, 283, 99, 380, 2889, 0.427, 0.741, 0.542, 0.755, 3.080
Columba, 300, 82, 272, 2997, 0.524, 0.785, 0.629, 0.801, 4.013
EMF, 227, 155, 344, 2925, 0.398, 0.594, 0.476, 0.737, 2.800
Hibernate, 322, 60, 185, 3084, 0.635, 0.843, 0.724, 0.835, 5.070
JEdit, 239, 143, 214, 3055, 0.528, 0.626, 0.572, 0.802, 4.043
JFreeChart, 232, 150, 296, 2973, 0.439, 0.607, 0.510, 0.762, 3.200
JMeter, 320, 62, 193, 3076, 0.624, 0.838, 0.715, 0.832, 4.962
JRuby, 338, 44, 71, 3198, 0.826, 0.885, 0.855, 0.873, 6.898
SQuirrel, 205, 177, 161, 3108, 0.560, 0.537, 0.548, 0.813, 4.353
Dubbo, 228, 154, 193, 3076, 0.542, 0.597, 0.568, 0.807, 4.176
Gradle, 71, 311, 101, 3168, 0.413, 0.186, 0.256, 0.747, 2.945
Groovy, 276, 106, 110, 3159, 0.715, 0.723, 0.719, 0.854, 5.834
Hive, 308, 74, 126, 3143, 0.710, 0.806, 0.755, 0.853, 5.783
Maven, 210, 172, 205, 3064, 0.506, 0.550, 0.527, 0.793, 3.836
Poi, 293, 89, 176, 3093, 0.625, 0.767, 0.689, 0.833, 4.971
SpringFramework, 313, 69, 154, 3115, 0.670, 0.819, 0.737, 0.844, 5.406
Storm, 322, 60, 238, 3031, 0.575, 0.843, 0.684, 0.818, 4.496
Tomcat, 308, 74, 124, 3145, 0.713, 0.806, 0.757, 0.853, 5.814
Zookeeper, 294, 88, 170, 3099, 0.634, 0.770, 0.695, 0.835, 5.056
