Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 231, 50, 142, 3724, 0.619, 0.822, 0.706, 0.891, 8.140
ArgoUML, 190, 91, 453, 3413, 0.295, 0.676, 0.411, 0.771, 3.361
Columba, 198, 83, 321, 3545, 0.382, 0.705, 0.495, 0.822, 4.630
EMF, 223, 58, 408, 3458, 0.353, 0.794, 0.489, 0.808, 4.216
Hibernate, 216, 65, 254, 3612, 0.460, 0.769, 0.575, 0.853, 5.782
JEdit, 240, 41, 319, 3547, 0.429, 0.854, 0.571, 0.842, 5.336
JFreeChart, 189, 92, 401, 3465, 0.320, 0.673, 0.434, 0.788, 3.728
JMeter, 245, 36, 85, 3781, 0.742, 0.872, 0.802, 0.909, 9.957
JRuby, 197, 84, 191, 3675, 0.508, 0.701, 0.589, 0.867, 6.493
SQuirrel, 225, 56, 268, 3598, 0.456, 0.801, 0.581, 0.852, 5.735
Dubbo, 113, 168, 218, 3648, 0.341, 0.402, 0.369, 0.802, 4.038
Gradle, 95, 186, 161, 3705, 0.371, 0.338, 0.354, 0.817, 4.477
Groovy, 129, 152, 285, 3581, 0.312, 0.459, 0.371, 0.783, 3.599
Hive, 211, 70, 239, 3627, 0.469, 0.751, 0.577, 0.855, 5.920
Maven, 80, 201, 206, 3660, 0.280, 0.285, 0.282, 0.758, 3.128
Poi, 199, 82, 302, 3564, 0.397, 0.708, 0.509, 0.829, 4.862
SpringFramework, 171, 110, 280, 3586, 0.379, 0.609, 0.467, 0.821, 4.596
Storm, 187, 94, 408, 3458, 0.314, 0.665, 0.427, 0.784, 3.638
Tomcat, 220, 61, 217, 3649, 0.503, 0.783, 0.613, 0.865, 6.430
Zookeeper, 187, 94, 258, 3608, 0.420, 0.665, 0.515, 0.839, 5.202
