Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 791, 254, 1618, 26676, 0.328, 0.757, 0.458, 0.892, 8.219
ArgoUML, 726, 319, 4570, 23724, 0.137, 0.695, 0.229, 0.740, 2.849
Columba, 745, 300, 3437, 24857, 0.178, 0.713, 0.285, 0.800, 4.002
EMF, 788, 257, 3156, 25138, 0.200, 0.754, 0.316, 0.822, 4.609
Hibernate, 750, 295, 2604, 25690, 0.224, 0.718, 0.341, 0.841, 5.278
JEdit, 857, 188, 3715, 24579, 0.187, 0.820, 0.305, 0.810, 4.263
JFreeChart, 679, 366, 4506, 23788, 0.131, 0.650, 0.218, 0.728, 2.677
JMeter, 740, 305, 2074, 26220, 0.263, 0.708, 0.384, 0.865, 6.383
JRuby, 733, 312, 1956, 26338, 0.273, 0.701, 0.393, 0.869, 6.653
SQuirrel, 760, 285, 2760, 25534, 0.216, 0.727, 0.333, 0.835, 5.062
Dubbo, 422, 623, 2199, 26095, 0.161, 0.404, 0.230, 0.779, 3.520
Gradle, 362, 683, 1792, 26502, 0.168, 0.346, 0.226, 0.788, 3.718
Groovy, 427, 618, 1846, 26448, 0.188, 0.409, 0.257, 0.810, 4.274
Hive, 859, 186, 1319, 26975, 0.394, 0.822, 0.533, 0.910, 10.073
Maven, 304, 741, 2865, 25429, 0.096, 0.291, 0.144, 0.629, 1.693
Poi, 709, 336, 3047, 25247, 0.189, 0.678, 0.295, 0.811, 4.300
SpringFramework, 600, 445, 2488, 25806, 0.194, 0.574, 0.290, 0.817, 4.455
Storm, 662, 383, 2939, 25355, 0.184, 0.633, 0.285, 0.806, 4.161
Tomcat, 819, 226, 2654, 25640, 0.236, 0.784, 0.363, 0.849, 5.621
Zookeeper, 673, 372, 3145, 25149, 0.176, 0.644, 0.277, 0.798, 3.949
