Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 184, 102, 824, 11107, 0.183, 0.643, 0.284, 0.872, 6.798
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 221, 65, 1084, 10847, 0.169, 0.773, 0.278, 0.862, 6.234
EMF, 155, 131, 1272, 10659, 0.109, 0.542, 0.181, 0.784, 3.640
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 209, 77, 1388, 10543, 0.131, 0.731, 0.222, 0.821, 4.590
JFreeChart, 157, 129, 1481, 10450, 0.096, 0.549, 0.163, 0.756, 3.094
JMeter, 166, 120, 618, 11313, 0.212, 0.580, 0.310, 0.889, 8.045
JRuby, 189, 97, 515, 11416, 0.268, 0.661, 0.382, 0.913, 10.468
SQuirrel, 180, 106, 1096, 10835, 0.141, 0.629, 0.230, 0.834, 5.026
Dubbo, 119, 167, 737, 11194, 0.139, 0.416, 0.208, 0.832, 4.938
Gradle, 85, 201, 410, 11521, 0.172, 0.297, 0.218, 0.864, 6.335
Groovy, 136, 150, 1033, 10898, 0.116, 0.476, 0.187, 0.799, 3.970
Hive, 212, 74, 844, 11087, 0.201, 0.741, 0.316, 0.883, 7.576
Maven, 114, 172, 919, 11012, 0.110, 0.399, 0.173, 0.788, 3.714
Poi, 203, 83, 1029, 10902, 0.165, 0.710, 0.267, 0.858, 6.039
SpringFramework, 139, 147, 853, 11078, 0.140, 0.486, 0.218, 0.833, 4.986
Storm, 189, 97, 1178, 10753, 0.138, 0.661, 0.229, 0.831, 4.906
Tomcat, 243, 43, 674, 11257, 0.265, 0.850, 0.404, 0.912, 10.320
Zookeeper, 175, 111, 942, 10989, 0.157, 0.612, 0.249, 0.851, 5.692
