Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 208, 174, 144, 3125, 0.591, 0.545, 0.567, 0.823, 4.648
ArgoUML, 283, 99, 380, 2889, 0.427, 0.741, 0.542, 0.755, 3.080
Columba, 331, 51, 322, 2947, 0.507, 0.866, 0.640, 0.794, 3.845
EMF, 202, 180, 258, 3011, 0.439, 0.529, 0.480, 0.762, 3.197
Hibernate, 322, 60, 185, 3084, 0.635, 0.843, 0.724, 0.835, 5.070
JEdit, 258, 124, 295, 2974, 0.467, 0.675, 0.552, 0.776, 3.459
JFreeChart, 241, 141, 373, 2896, 0.393, 0.631, 0.484, 0.733, 2.751
JMeter, 310, 72, 204, 3065, 0.603, 0.812, 0.692, 0.827, 4.764
JRuby, 341, 41, 75, 3194, 0.820, 0.893, 0.855, 0.872, 6.834
SQuirrel, 224, 158, 256, 3013, 0.467, 0.586, 0.520, 0.776, 3.460
Dubbo, 218, 164, 243, 3026, 0.473, 0.571, 0.517, 0.779, 3.520
Gradle, 101, 281, 112, 3157, 0.474, 0.264, 0.339, 0.779, 3.532
Groovy, 244, 138, 142, 3127, 0.632, 0.639, 0.635, 0.834, 5.042
Hive, 329, 53, 174, 3095, 0.654, 0.861, 0.744, 0.840, 5.251
Maven, 210, 172, 205, 3064, 0.506, 0.550, 0.527, 0.793, 3.836
Poi, 305, 77, 283, 2986, 0.519, 0.798, 0.629, 0.798, 3.958
SpringFramework, 287, 95, 188, 3081, 0.604, 0.751, 0.670, 0.827, 4.775
Storm, 295, 87, 323, 2946, 0.477, 0.772, 0.590, 0.781, 3.562
Tomcat, 338, 44, 199, 3070, 0.629, 0.885, 0.736, 0.834, 5.016
Zookeeper, 308, 74, 221, 3048, 0.582, 0.806, 0.676, 0.820, 4.565
