Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 215, 105, 301, 2702, 0.417, 0.672, 0.514, 0.769, 3.327
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 219, 101, 529, 2474, 0.293, 0.684, 0.410, 0.671, 2.040
EMF, 215, 105, 434, 2569, 0.331, 0.672, 0.444, 0.709, 2.440
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 254, 66, 586, 2417, 0.302, 0.794, 0.438, 0.682, 2.140
JFreeChart, 207, 113, 718, 2285, 0.224, 0.647, 0.333, 0.570, 1.324
JMeter, 205, 115, 412, 2591, 0.332, 0.641, 0.438, 0.710, 2.450
JRuby, 218, 102, 344, 2659, 0.388, 0.681, 0.494, 0.752, 3.028
SQuirrel, 236, 84, 466, 2537, 0.336, 0.737, 0.462, 0.714, 2.491
Dubbo, 112, 208, 343, 2660, 0.246, 0.350, 0.289, 0.609, 1.556
Gradle, 203, 117, 81, 2922, 0.715, 0.634, 0.672, 0.865, 6.423
Groovy, 125, 195, 335, 2668, 0.272, 0.391, 0.321, 0.646, 1.822
Hive, 232, 88, 394, 2609, 0.371, 0.725, 0.490, 0.740, 2.849
Maven, 89, 231, 287, 2716, 0.237, 0.278, 0.256, 0.593, 1.458
Poi, 202, 118, 491, 2512, 0.291, 0.631, 0.399, 0.670, 2.027
SpringFramework, 147, 173, 320, 2683, 0.315, 0.459, 0.374, 0.694, 2.269
Storm, 176, 144, 448, 2555, 0.282, 0.550, 0.373, 0.659, 1.929
Tomcat, 241, 79, 428, 2575, 0.360, 0.753, 0.487, 0.733, 2.741
Zookeeper, 190, 130, 341, 2662, 0.358, 0.594, 0.447, 0.731, 2.716
