Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 283, 93, 105, 2010, 0.729, 0.753, 0.741, 0.793, 3.832
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 269, 107, 203, 1912, 0.570, 0.715, 0.634, 0.735, 2.776
EMF, 277, 99, 184, 1931, 0.601, 0.737, 0.662, 0.749, 2.981
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 306, 70, 306, 1809, 0.500, 0.814, 0.619, 0.698, 2.312
JFreeChart, 275, 101, 377, 1738, 0.422, 0.731, 0.535, 0.642, 1.794
JMeter, 261, 115, 137, 1978, 0.656, 0.694, 0.674, 0.770, 3.345
JRuby, 260, 116, 147, 1968, 0.639, 0.691, 0.664, 0.764, 3.232
SQuirrel, 284, 92, 207, 1908, 0.578, 0.755, 0.655, 0.739, 2.832
Dubbo, 183, 193, 149, 1966, 0.551, 0.487, 0.517, 0.726, 2.652
Gradle, 144, 232, 65, 2050, 0.689, 0.383, 0.492, 0.781, 3.565
Groovy, 145, 231, 127, 1988, 0.533, 0.386, 0.448, 0.717, 2.532
Hive, 276, 100, 224, 1891, 0.552, 0.734, 0.630, 0.727, 2.657
Maven, 79, 297, 149, 1966, 0.346, 0.210, 0.262, 0.564, 1.296
Poi, 257, 119, 289, 1826, 0.471, 0.684, 0.557, 0.679, 2.118
SpringFramework, 198, 178, 154, 1961, 0.562, 0.527, 0.544, 0.732, 2.727
Storm, 254, 122, 202, 1913, 0.557, 0.676, 0.611, 0.729, 2.690
Tomcat, 293, 83, 245, 1870, 0.545, 0.779, 0.641, 0.723, 2.608
Zookeeper, 239, 137, 204, 1911, 0.540, 0.636, 0.584, 0.720, 2.574
