Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 203, 45, 306, 3880, 0.399, 0.819, 0.536, 0.860, 6.131
ArgoUML, 165, 83, 568, 3618, 0.225, 0.665, 0.336, 0.752, 3.025
Columba, 201, 47, 615, 3571, 0.246, 0.810, 0.378, 0.773, 3.404
EMF, 192, 56, 348, 3838, 0.356, 0.774, 0.487, 0.843, 5.357
Hibernate, 200, 48, 318, 3868, 0.386, 0.806, 0.522, 0.855, 5.903
JEdit, 215, 33, 446, 3740, 0.325, 0.867, 0.473, 0.828, 4.815
JFreeChart, 182, 66, 734, 3452, 0.199, 0.734, 0.313, 0.718, 2.552
JMeter, 178, 70, 285, 3901, 0.384, 0.718, 0.501, 0.855, 5.874
JRuby, 189, 59, 331, 3855, 0.363, 0.762, 0.492, 0.846, 5.498
SQuirrel, 208, 40, 382, 3804, 0.353, 0.839, 0.496, 0.841, 5.303
Dubbo, 134, 114, 306, 3880, 0.305, 0.540, 0.390, 0.816, 4.445
Gradle, 75, 173, 166, 4020, 0.311, 0.302, 0.307, 0.820, 4.564
Groovy, 177, 71, 161, 4025, 0.524, 0.714, 0.604, 0.893, 8.363
Hive, 189, 59, 386, 3800, 0.329, 0.762, 0.459, 0.830, 4.877
Maven, 77, 171, 388, 3798, 0.166, 0.310, 0.216, 0.662, 1.961
Poi, 171, 77, 455, 3731, 0.273, 0.690, 0.391, 0.795, 3.884
SpringFramework, 167, 81, 302, 3884, 0.356, 0.673, 0.466, 0.843, 5.366
Storm, 187, 61, 398, 3788, 0.320, 0.754, 0.449, 0.825, 4.715
Tomcat, 202, 46, 463, 3723, 0.304, 0.815, 0.442, 0.816, 4.431
Zookeeper, 187, 61, 410, 3776, 0.313, 0.754, 0.443, 0.821, 4.600
