Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 148, 173, 88, 2915, 0.627, 0.461, 0.531, 0.846, 5.494
ArgoUML, 210, 111, 192, 2811, 0.522, 0.654, 0.581, 0.815, 4.409
Columba, 237, 84, 134, 2869, 0.639, 0.738, 0.685, 0.849, 5.615
EMF, 239, 82, 153, 2850, 0.610, 0.745, 0.670, 0.842, 5.313
Hibernate, 250, 71, 175, 2828, 0.588, 0.779, 0.670, 0.836, 5.091
JEdit, 185, 136, 229, 2774, 0.447, 0.576, 0.503, 0.784, 3.627
JFreeChart, 243, 78, 216, 2787, 0.529, 0.757, 0.623, 0.818, 4.482
JMeter, 230, 91, 122, 2881, 0.653, 0.717, 0.684, 0.852, 5.766
JRuby, 231, 90, 130, 2873, 0.640, 0.720, 0.677, 0.849, 5.626
SQuirrel, 234, 87, 146, 2857, 0.616, 0.729, 0.668, 0.843, 5.377
Dubbo, 180, 141, 99, 2904, 0.645, 0.561, 0.600, 0.850, 5.681
Groovy, 189, 132, 92, 2911, 0.673, 0.589, 0.628, 0.856, 5.965
Hive, 224, 97, 135, 2868, 0.624, 0.698, 0.659, 0.845, 5.461
Maven, 203, 118, 150, 2853, 0.575, 0.632, 0.602, 0.832, 4.955
Poi, 235, 86, 145, 2858, 0.618, 0.732, 0.670, 0.844, 5.404
SpringFramework, 229, 92, 131, 2872, 0.636, 0.713, 0.673, 0.848, 5.587
Storm, 233, 88, 133, 2870, 0.637, 0.726, 0.678, 0.848, 5.592
Tomcat, 205, 116, 128, 2875, 0.616, 0.639, 0.627, 0.843, 5.375
Zookeeper, 200, 121, 100, 2903, 0.667, 0.623, 0.644, 0.855, 5.903
