Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 135, 185, 225, 2778, 0.375, 0.422, 0.397, 0.743, 2.894
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 210, 110, 428, 2575, 0.329, 0.656, 0.438, 0.707, 2.418
EMF, 221, 99, 340, 2663, 0.394, 0.691, 0.502, 0.756, 3.091
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 254, 66, 544, 2459, 0.318, 0.794, 0.454, 0.697, 2.305
JFreeChart, 210, 110, 435, 2568, 0.326, 0.656, 0.435, 0.704, 2.381
JMeter, 200, 120, 300, 2703, 0.400, 0.625, 0.488, 0.759, 3.154
JRuby, 213, 107, 380, 2623, 0.359, 0.666, 0.467, 0.732, 2.730
SQuirrel, 228, 92, 383, 2620, 0.373, 0.712, 0.490, 0.742, 2.875
Dubbo, 65, 255, 305, 2698, 0.176, 0.203, 0.188, 0.452, 0.824
Gradle, 193, 127, 31, 2972, 0.862, 0.603, 0.710, 0.888, 7.947
Groovy, 117, 203, 263, 2740, 0.308, 0.366, 0.334, 0.687, 2.197
Hive, 214, 106, 313, 2690, 0.406, 0.669, 0.505, 0.763, 3.217
Maven, 89, 231, 287, 2716, 0.237, 0.278, 0.256, 0.593, 1.458
Poi, 195, 125, 341, 2662, 0.364, 0.609, 0.456, 0.735, 2.778
SpringFramework, 189, 131, 262, 2741, 0.419, 0.591, 0.490, 0.770, 3.352
Storm, 174, 146, 440, 2563, 0.283, 0.544, 0.373, 0.660, 1.943
Tomcat, 212, 108, 313, 2690, 0.404, 0.662, 0.502, 0.762, 3.193
Zookeeper, 85, 235, 228, 2775, 0.272, 0.266, 0.269, 0.645, 1.820
