Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 144, 142, 692, 11239, 0.172, 0.503, 0.257, 0.864, 6.358
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 212, 74, 1054, 10877, 0.167, 0.741, 0.273, 0.860, 6.153
EMF, 169, 117, 918, 11013, 0.155, 0.591, 0.246, 0.849, 5.641
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 209, 77, 1381, 10550, 0.131, 0.731, 0.223, 0.822, 4.615
JFreeChart, 161, 125, 1089, 10842, 0.129, 0.563, 0.210, 0.818, 4.502
JMeter, 167, 119, 515, 11416, 0.245, 0.584, 0.345, 0.904, 9.460
JRuby, 187, 99, 624, 11307, 0.231, 0.654, 0.341, 0.898, 8.850
SQuirrel, 161, 125, 794, 11137, 0.169, 0.563, 0.259, 0.861, 6.201
Dubbo, 96, 190, 894, 11037, 0.097, 0.336, 0.150, 0.759, 3.142
Gradle, 60, 226, 325, 11606, 0.156, 0.210, 0.179, 0.850, 5.657
Groovy, 115, 171, 470, 11461, 0.197, 0.402, 0.264, 0.881, 7.397
Hive, 218, 68, 773, 11158, 0.220, 0.762, 0.341, 0.894, 8.397
Maven, 114, 172, 919, 11012, 0.110, 0.399, 0.173, 0.788, 3.714
Poi, 200, 86, 809, 11122, 0.198, 0.699, 0.309, 0.882, 7.467
SpringFramework, 163, 123, 678, 11253, 0.194, 0.570, 0.289, 0.879, 7.279
Storm, 181, 105, 1144, 10787, 0.137, 0.633, 0.225, 0.829, 4.835
Tomcat, 238, 48, 491, 11440, 0.326, 0.832, 0.469, 0.928, 12.946
Zookeeper, 158, 128, 496, 11435, 0.242, 0.552, 0.336, 0.903, 9.320
