Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 61, 74, 62, 1021, 0.496, 0.452, 0.473, 0.777, 3.474
ArgoUML, 90, 45, 178, 905, 0.336, 0.667, 0.447, 0.670, 2.030
Columba, 98, 37, 116, 967, 0.458, 0.726, 0.562, 0.758, 3.132
EMF, 94, 41, 93, 990, 0.503, 0.696, 0.584, 0.780, 3.535
Hibernate, 95, 40, 127, 956, 0.428, 0.704, 0.532, 0.741, 2.861
JEdit, 115, 20, 169, 914, 0.405, 0.852, 0.549, 0.726, 2.653
JFreeChart, 84, 51, 110, 973, 0.433, 0.622, 0.511, 0.744, 2.907
JMeter, 87, 48, 80, 1003, 0.521, 0.644, 0.576, 0.787, 3.700
JRuby, 94, 41, 118, 965, 0.443, 0.696, 0.542, 0.750, 3.000
SQuirrel, 95, 40, 92, 991, 0.508, 0.704, 0.590, 0.782, 3.583
Dubbo, 36, 99, 92, 991, 0.281, 0.267, 0.274, 0.606, 1.537
Gradle, 35, 100, 56, 1027, 0.385, 0.259, 0.310, 0.712, 2.470
Groovy, 60, 75, 60, 1023, 0.500, 0.444, 0.471, 0.778, 3.511
Hive, 86, 49, 99, 984, 0.465, 0.637, 0.537, 0.762, 3.194
Maven, 85, 50, 9, 1074, 0.904, 0.630, 0.742, 0.877, 7.158
Poi, 85, 50, 104, 979, 0.450, 0.630, 0.525, 0.754, 3.058
SpringFramework, 77, 58, 109, 974, 0.414, 0.570, 0.480, 0.732, 2.735
Storm, 79, 56, 114, 969, 0.409, 0.585, 0.482, 0.729, 2.693
Tomcat, 88, 47, 106, 977, 0.454, 0.652, 0.535, 0.756, 3.093
Zookeeper, 47, 88, 62, 1021, 0.431, 0.348, 0.385, 0.743, 2.890
