Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 514, 531, 1854, 26440, 0.217, 0.492, 0.301, 0.836, 5.094
ArgoUML, 726, 319, 4570, 23724, 0.137, 0.695, 0.229, 0.740, 2.849
Columba, 723, 322, 3027, 25267, 0.193, 0.692, 0.302, 0.815, 4.413
EMF, 813, 232, 2705, 25589, 0.231, 0.778, 0.356, 0.846, 5.488
Hibernate, 750, 295, 2604, 25690, 0.224, 0.718, 0.341, 0.841, 5.278
JEdit, 862, 183, 3758, 24536, 0.187, 0.825, 0.304, 0.809, 4.238
JFreeChart, 675, 370, 2428, 25866, 0.218, 0.646, 0.325, 0.836, 5.107
JMeter, 761, 284, 1937, 26357, 0.282, 0.728, 0.407, 0.874, 6.919
JRuby, 746, 299, 2561, 25733, 0.226, 0.714, 0.343, 0.842, 5.333
SQuirrel, 725, 320, 2401, 25893, 0.232, 0.694, 0.348, 0.846, 5.511
Dubbo, 314, 731, 2141, 26153, 0.128, 0.300, 0.179, 0.722, 2.591
Gradle, 273, 772, 1323, 26971, 0.171, 0.261, 0.207, 0.792, 3.802
Groovy, 411, 634, 1447, 26847, 0.221, 0.393, 0.283, 0.839, 5.210
Hive, 859, 186, 1005, 27289, 0.461, 0.822, 0.591, 0.923, 11.938
Maven, 304, 741, 2865, 25429, 0.096, 0.291, 0.144, 0.629, 1.693
Poi, 674, 371, 1847, 26447, 0.267, 0.645, 0.378, 0.867, 6.506
SpringFramework, 697, 348, 2021, 26273, 0.256, 0.667, 0.370, 0.861, 6.200
Storm, 631, 414, 2988, 25306, 0.174, 0.604, 0.271, 0.796, 3.895
Tomcat, 741, 304, 2165, 26129, 0.255, 0.709, 0.375, 0.860, 6.159
Zookeeper, 390, 655, 1705, 26589, 0.186, 0.373, 0.248, 0.809, 4.226
