Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 140, 108, 294, 3892, 0.323, 0.565, 0.411, 0.827, 4.767
ArgoUML, 165, 83, 568, 3618, 0.225, 0.665, 0.336, 0.752, 3.025
Columba, 203, 45, 510, 3676, 0.285, 0.819, 0.422, 0.804, 4.090
EMF, 199, 49, 258, 3928, 0.435, 0.802, 0.565, 0.872, 6.785
Hibernate, 200, 48, 318, 3868, 0.386, 0.806, 0.522, 0.855, 5.903
JEdit, 211, 37, 502, 3684, 0.296, 0.851, 0.439, 0.811, 4.291
JFreeChart, 180, 68, 482, 3704, 0.272, 0.726, 0.396, 0.794, 3.861
JMeter, 185, 63, 303, 3883, 0.379, 0.746, 0.503, 0.852, 5.778
JRuby, 188, 60, 313, 3873, 0.375, 0.758, 0.502, 0.851, 5.709
SQuirrel, 200, 48, 443, 3743, 0.311, 0.806, 0.449, 0.820, 4.561
Dubbo, 65, 183, 298, 3888, 0.179, 0.262, 0.213, 0.688, 2.201
Gradle, 46, 202, 148, 4038, 0.237, 0.185, 0.208, 0.764, 3.239
Groovy, 188, 60, 121, 4065, 0.608, 0.758, 0.675, 0.908, 9.878
Hive, 181, 67, 300, 3886, 0.376, 0.730, 0.497, 0.851, 5.728
Maven, 77, 171, 388, 3798, 0.166, 0.310, 0.216, 0.662, 1.961
Poi, 168, 80, 348, 3838, 0.326, 0.677, 0.440, 0.828, 4.821
SpringFramework, 186, 62, 293, 3893, 0.388, 0.750, 0.512, 0.856, 5.943
Storm, 170, 78, 464, 3722, 0.268, 0.685, 0.385, 0.791, 3.794
Tomcat, 181, 67, 281, 3905, 0.392, 0.730, 0.510, 0.857, 6.005
Zookeeper, 137, 111, 361, 3825, 0.275, 0.552, 0.367, 0.797, 3.919
