Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 205, 171, 113, 2002, 0.645, 0.545, 0.591, 0.766, 3.271
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 268, 108, 189, 1926, 0.586, 0.713, 0.643, 0.743, 2.885
EMF, 273, 103, 128, 1987, 0.681, 0.726, 0.703, 0.778, 3.510
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 306, 70, 342, 1773, 0.472, 0.814, 0.598, 0.680, 2.128
JFreeChart, 267, 109, 185, 1930, 0.591, 0.710, 0.645, 0.744, 2.913
JMeter, 264, 112, 115, 2000, 0.697, 0.702, 0.699, 0.783, 3.615
JRuby, 265, 111, 197, 1918, 0.574, 0.705, 0.632, 0.737, 2.800
SQuirrel, 280, 96, 212, 1903, 0.569, 0.745, 0.645, 0.735, 2.770
Dubbo, 90, 286, 177, 1938, 0.337, 0.239, 0.280, 0.552, 1.233
Gradle, 94, 282, 62, 2053, 0.603, 0.250, 0.353, 0.749, 2.992
Groovy, 161, 215, 77, 2038, 0.676, 0.428, 0.524, 0.777, 3.482
Hive, 272, 104, 173, 1942, 0.611, 0.723, 0.663, 0.753, 3.049
Maven, 79, 297, 149, 1966, 0.346, 0.210, 0.262, 0.564, 1.296
Poi, 249, 127, 249, 1866, 0.500, 0.662, 0.570, 0.698, 2.312
SpringFramework, 254, 122, 120, 1995, 0.679, 0.676, 0.677, 0.778, 3.499
Storm, 246, 130, 256, 1859, 0.490, 0.654, 0.560, 0.692, 2.247
Tomcat, 269, 107, 161, 1954, 0.626, 0.715, 0.667, 0.759, 3.144
Zookeeper, 165, 211, 127, 1988, 0.565, 0.439, 0.494, 0.733, 2.744
