Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 393, 224, 761, 13654, 0.341, 0.637, 0.444, 0.879, 7.297
ArgoUML, 427, 190, 1707, 12708, 0.200, 0.692, 0.310, 0.795, 3.875
Columba, 508, 109, 1105, 13310, 0.315, 0.823, 0.456, 0.870, 6.673
EMF, 457, 160, 723, 13692, 0.387, 0.741, 0.509, 0.894, 8.436
Hibernate, 474, 143, 1192, 13223, 0.285, 0.768, 0.415, 0.856, 5.932
JEdit, 498, 119, 1806, 12609, 0.216, 0.807, 0.341, 0.810, 4.266
JFreeChart, 432, 185, 1512, 12903, 0.222, 0.700, 0.337, 0.815, 4.414
JMeter, 499, 118, 1205, 13210, 0.293, 0.809, 0.430, 0.860, 6.134
JRuby, 462, 155, 1088, 13327, 0.298, 0.749, 0.426, 0.862, 6.262
SQuirrel, 481, 136, 1811, 12604, 0.210, 0.780, 0.331, 0.804, 4.113
Dubbo, 203, 414, 1149, 13266, 0.150, 0.329, 0.206, 0.727, 2.658
Gradle, 123, 494, 436, 13979, 0.220, 0.199, 0.209, 0.813, 4.361
Groovy, 349, 268, 693, 13722, 0.335, 0.566, 0.421, 0.877, 7.160
Hive, 494, 123, 960, 13455, 0.340, 0.801, 0.477, 0.879, 7.277
Maven, 249, 368, 1353, 13062, 0.155, 0.404, 0.224, 0.736, 2.787
Poi, 539, 78, 418, 13997, 0.563, 0.874, 0.685, 0.927, 12.722
SpringFramework, 487, 130, 857, 13558, 0.362, 0.789, 0.497, 0.887, 7.828
Storm, 483, 134, 1247, 13168, 0.279, 0.783, 0.412, 0.853, 5.802
Tomcat, 488, 129, 893, 13522, 0.353, 0.791, 0.488, 0.884, 7.609
Zookeeper, 368, 249, 720, 13695, 0.338, 0.596, 0.432, 0.879, 7.240
