Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 83, 52, 56, 1027, 0.597, 0.615, 0.606, 0.814, 4.387
ArgoUML, 90, 45, 178, 905, 0.336, 0.667, 0.447, 0.670, 2.030
Columba, 85, 50, 134, 949, 0.388, 0.630, 0.480, 0.714, 2.502
EMF, 90, 45, 91, 992, 0.497, 0.667, 0.570, 0.777, 3.486
Hibernate, 95, 40, 127, 956, 0.428, 0.704, 0.532, 0.741, 2.861
JEdit, 95, 40, 112, 971, 0.459, 0.704, 0.556, 0.758, 3.141
JFreeChart, 89, 46, 80, 1003, 0.527, 0.659, 0.586, 0.790, 3.751
JMeter, 89, 46, 76, 1007, 0.539, 0.659, 0.593, 0.795, 3.867
JRuby, 94, 41, 118, 965, 0.443, 0.696, 0.542, 0.750, 3.000
SQuirrel, 95, 40, 81, 1002, 0.540, 0.704, 0.611, 0.795, 3.870
Dubbo, 51, 84, 86, 997, 0.372, 0.378, 0.375, 0.702, 2.359
Gradle, 35, 100, 56, 1027, 0.385, 0.259, 0.310, 0.712, 2.470
Groovy, 58, 77, 57, 1026, 0.504, 0.430, 0.464, 0.780, 3.550
Hive, 82, 53, 78, 1005, 0.512, 0.607, 0.556, 0.784, 3.624
Maven, 85, 50, 9, 1074, 0.904, 0.630, 0.742, 0.877, 7.158
Poi, 78, 57, 83, 1000, 0.484, 0.578, 0.527, 0.771, 3.371
SpringFramework, 82, 53, 72, 1011, 0.532, 0.607, 0.567, 0.792, 3.804
Storm, 93, 42, 99, 984, 0.484, 0.689, 0.569, 0.771, 3.370
Tomcat, 86, 49, 117, 966, 0.424, 0.637, 0.509, 0.738, 2.822
Zookeeper, 51, 84, 52, 1031, 0.495, 0.378, 0.429, 0.776, 3.467
