Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 202, 180, 119, 3150, 0.629, 0.529, 0.575, 0.834, 5.014
ArgoUML, 283, 99, 380, 2889, 0.427, 0.741, 0.542, 0.755, 3.080
Columba, 306, 76, 284, 2985, 0.519, 0.801, 0.630, 0.798, 3.957
EMF, 214, 168, 211, 3058, 0.504, 0.560, 0.530, 0.792, 3.813
Hibernate, 322, 60, 185, 3084, 0.635, 0.843, 0.724, 0.835, 5.070
JEdit, 234, 148, 227, 3042, 0.508, 0.613, 0.555, 0.794, 3.851
JFreeChart, 269, 113, 249, 3020, 0.519, 0.704, 0.598, 0.799, 3.963
JMeter, 320, 62, 193, 3076, 0.624, 0.838, 0.715, 0.832, 4.962
JRuby, 338, 44, 71, 3198, 0.826, 0.885, 0.855, 0.873, 6.898
SQuirrel, 209, 173, 195, 3074, 0.517, 0.547, 0.532, 0.798, 3.944
Dubbo, 233, 149, 186, 3083, 0.556, 0.610, 0.582, 0.812, 4.315
Gradle, 71, 311, 101, 3168, 0.413, 0.186, 0.256, 0.747, 2.945
Groovy, 276, 106, 110, 3159, 0.715, 0.723, 0.719, 0.854, 5.834
Hive, 317, 65, 136, 3133, 0.700, 0.830, 0.759, 0.850, 5.688
Maven, 210, 172, 205, 3064, 0.506, 0.550, 0.527, 0.793, 3.836
Poi, 283, 99, 159, 3110, 0.640, 0.741, 0.687, 0.837, 5.119
SpringFramework, 304, 78, 115, 3154, 0.726, 0.796, 0.759, 0.856, 5.934
Storm, 330, 52, 169, 3100, 0.661, 0.864, 0.749, 0.842, 5.321
Tomcat, 300, 82, 110, 3159, 0.732, 0.785, 0.758, 0.857, 5.993
Zookeeper, 278, 104, 219, 3050, 0.559, 0.728, 0.633, 0.813, 4.346
