Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 263, 113, 81, 2034, 0.765, 0.699, 0.731, 0.803, 4.065
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 243, 133, 228, 1887, 0.516, 0.646, 0.574, 0.707, 2.418
EMF, 275, 101, 85, 2030, 0.764, 0.731, 0.747, 0.802, 4.061
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 284, 92, 208, 1907, 0.577, 0.755, 0.654, 0.739, 2.824
JFreeChart, 267, 109, 164, 1951, 0.619, 0.710, 0.662, 0.756, 3.104
JMeter, 263, 113, 121, 1994, 0.685, 0.699, 0.692, 0.780, 3.537
JRuby, 265, 111, 197, 1918, 0.574, 0.705, 0.632, 0.737, 2.800
SQuirrel, 276, 100, 146, 1969, 0.654, 0.734, 0.692, 0.769, 3.333
Dubbo, 164, 212, 154, 1961, 0.516, 0.436, 0.473, 0.707, 2.417
Gradle, 94, 282, 62, 2053, 0.603, 0.250, 0.353, 0.749, 2.992
Groovy, 161, 215, 68, 2047, 0.703, 0.428, 0.532, 0.785, 3.658
Hive, 253, 123, 147, 1968, 0.632, 0.673, 0.652, 0.761, 3.190
Maven, 79, 297, 149, 1966, 0.346, 0.210, 0.262, 0.564, 1.296
Poi, 221, 155, 157, 1958, 0.585, 0.588, 0.586, 0.742, 2.873
SpringFramework, 235, 141, 85, 2030, 0.734, 0.625, 0.675, 0.794, 3.865
Storm, 276, 100, 138, 1977, 0.667, 0.734, 0.699, 0.774, 3.417
Tomcat, 243, 133, 166, 1949, 0.594, 0.646, 0.619, 0.746, 2.936
Zookeeper, 197, 179, 168, 1947, 0.540, 0.524, 0.532, 0.720, 2.576
