Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 204, 116, 223, 2780, 0.478, 0.637, 0.546, 0.798, 3.961
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 178, 142, 478, 2525, 0.271, 0.556, 0.365, 0.645, 1.818
EMF, 219, 101, 306, 2697, 0.417, 0.684, 0.518, 0.769, 3.332
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 241, 79, 434, 2569, 0.357, 0.753, 0.484, 0.730, 2.708
JFreeChart, 213, 107, 359, 2644, 0.372, 0.666, 0.478, 0.741, 2.867
JMeter, 199, 121, 308, 2695, 0.393, 0.622, 0.481, 0.755, 3.076
JRuby, 213, 107, 380, 2623, 0.359, 0.666, 0.467, 0.732, 2.730
SQuirrel, 227, 93, 331, 2672, 0.407, 0.709, 0.517, 0.763, 3.224
Dubbo, 98, 222, 233, 2770, 0.296, 0.306, 0.301, 0.675, 2.075
Gradle, 193, 127, 31, 2972, 0.862, 0.603, 0.710, 0.888, 7.947
Groovy, 146, 174, 232, 2771, 0.386, 0.456, 0.418, 0.751, 3.011
Hive, 194, 126, 233, 2770, 0.454, 0.606, 0.519, 0.788, 3.718
Maven, 89, 231, 287, 2716, 0.237, 0.278, 0.256, 0.593, 1.458
Poi, 168, 152, 330, 2673, 0.337, 0.525, 0.411, 0.715, 2.503
SpringFramework, 184, 136, 185, 2818, 0.499, 0.575, 0.534, 0.807, 4.178
Storm, 207, 113, 321, 2682, 0.392, 0.647, 0.488, 0.754, 3.071
Tomcat, 186, 134, 297, 2706, 0.385, 0.581, 0.463, 0.750, 2.999
Zookeeper, 136, 184, 321, 2682, 0.298, 0.425, 0.350, 0.676, 2.090
