Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 453, 164, 807, 13608, 0.360, 0.734, 0.483, 0.886, 7.759
ArgoUML, 427, 190, 1707, 12708, 0.200, 0.692, 0.310, 0.795, 3.875
Columba, 482, 135, 1318, 13097, 0.268, 0.781, 0.399, 0.847, 5.524
EMF, 458, 159, 1069, 13346, 0.300, 0.742, 0.427, 0.863, 6.307
Hibernate, 474, 143, 1192, 13223, 0.285, 0.768, 0.415, 0.856, 5.932
JEdit, 453, 164, 1315, 13100, 0.256, 0.734, 0.380, 0.840, 5.242
JFreeChart, 400, 217, 952, 13463, 0.296, 0.648, 0.406, 0.861, 6.208
JMeter, 491, 126, 1201, 13214, 0.290, 0.796, 0.425, 0.859, 6.070
JRuby, 462, 155, 1088, 13327, 0.298, 0.749, 0.426, 0.862, 6.262
SQuirrel, 469, 148, 1318, 13097, 0.262, 0.760, 0.390, 0.844, 5.394
Dubbo, 325, 292, 896, 13519, 0.266, 0.527, 0.354, 0.846, 5.485
Gradle, 123, 494, 436, 13979, 0.220, 0.199, 0.209, 0.813, 4.361
Groovy, 348, 269, 465, 13950, 0.428, 0.564, 0.487, 0.904, 9.428
Hive, 473, 144, 879, 13536, 0.350, 0.767, 0.480, 0.883, 7.523
Maven, 249, 368, 1353, 13062, 0.155, 0.404, 0.224, 0.736, 2.787
Poi, 526, 91, 314, 14101, 0.626, 0.853, 0.722, 0.934, 14.256
SpringFramework, 467, 150, 553, 13862, 0.458, 0.757, 0.571, 0.910, 10.154
Storm, 494, 123, 1363, 13052, 0.266, 0.801, 0.399, 0.846, 5.481
Tomcat, 457, 160, 975, 13440, 0.319, 0.741, 0.446, 0.871, 6.775
Zookeeper, 419, 198, 613, 13802, 0.406, 0.679, 0.508, 0.899, 8.892
