Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 100, 27, 221, 3741, 0.312, 0.787, 0.446, 0.900, 9.030
ArgoUML, 104, 23, 317, 3645, 0.247, 0.819, 0.380, 0.874, 6.954
Columba, 122, 5, 213, 3749, 0.364, 0.961, 0.528, 0.915, 10.725
EMF, 91, 36, 139, 3823, 0.396, 0.717, 0.510, 0.921, 11.739
Hibernate, 104, 23, 200, 3762, 0.342, 0.819, 0.483, 0.909, 10.015
JEdit, 112, 15, 379, 3583, 0.228, 0.882, 0.362, 0.864, 6.344
JFreeChart, 101, 26, 227, 3735, 0.308, 0.795, 0.444, 0.899, 8.914
JMeter, 104, 23, 175, 3787, 0.373, 0.819, 0.512, 0.917, 11.002
JRuby, 105, 22, 278, 3684, 0.274, 0.827, 0.412, 0.887, 7.827
SQuirrel, 102, 25, 221, 3741, 0.316, 0.803, 0.453, 0.902, 9.167
Dubbo, 89, 38, 273, 3689, 0.246, 0.701, 0.364, 0.874, 6.916
Gradle, 78, 49, 110, 3852, 0.415, 0.614, 0.495, 0.925, 12.358
Groovy, 101, 26, 412, 3550, 0.197, 0.795, 0.316, 0.842, 5.339
Hive, 113, 14, 313, 3649, 0.265, 0.890, 0.409, 0.883, 7.540
Maven, 84, 43, 451, 3511, 0.157, 0.661, 0.254, 0.802, 4.055
Poi, 101, 26, 322, 3640, 0.239, 0.795, 0.367, 0.870, 6.688
SpringFramework, 94, 33, 180, 3782, 0.343, 0.740, 0.469, 0.909, 10.046
Storm, 105, 22, 208, 3754, 0.335, 0.827, 0.477, 0.907, 9.801
Tomcat, 108, 19, 230, 3732, 0.320, 0.850, 0.465, 0.903, 9.288
Zookeeper, 107, 20, 159, 3803, 0.402, 0.843, 0.545, 0.923, 11.951
