Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 215, 33, 482, 3704, 0.308, 0.867, 0.455, 0.819, 4.515
ArgoUML, 165, 83, 568, 3618, 0.225, 0.665, 0.336, 0.752, 3.025
Columba, 220, 28, 1035, 3151, 0.175, 0.887, 0.293, 0.681, 2.134
EMF, 186, 62, 351, 3835, 0.346, 0.750, 0.474, 0.839, 5.193
Hibernate, 197, 51, 335, 3851, 0.370, 0.794, 0.505, 0.849, 5.621
JEdit, 218, 30, 592, 3594, 0.269, 0.879, 0.412, 0.792, 3.812
JFreeChart, 188, 60, 530, 3656, 0.262, 0.758, 0.389, 0.786, 3.681
JMeter, 196, 52, 381, 3805, 0.340, 0.790, 0.475, 0.835, 5.073
JRuby, 191, 57, 412, 3774, 0.317, 0.770, 0.449, 0.823, 4.663
SQuirrel, 208, 40, 618, 3568, 0.252, 0.839, 0.387, 0.778, 3.502
Dubbo, 165, 83, 429, 3757, 0.278, 0.665, 0.392, 0.799, 3.966
Gradle, 160, 88, 380, 3806, 0.296, 0.645, 0.406, 0.811, 4.297
Groovy, 219, 29, 347, 3839, 0.387, 0.883, 0.538, 0.855, 5.918
Hive, 209, 39, 488, 3698, 0.300, 0.843, 0.442, 0.813, 4.361
Maven, 106, 142, 703, 3483, 0.131, 0.427, 0.201, 0.573, 1.343
Poi, 202, 46, 750, 3436, 0.212, 0.815, 0.337, 0.736, 2.794
SpringFramework, 200, 48, 526, 3660, 0.275, 0.806, 0.411, 0.797, 3.925
Storm, 206, 42, 601, 3585, 0.255, 0.831, 0.391, 0.781, 3.564
Tomcat, 197, 51, 429, 3757, 0.315, 0.794, 0.451, 0.822, 4.626
Zookeeper, 216, 32, 699, 3487, 0.236, 0.871, 0.371, 0.763, 3.221
