Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 297, 79, 225, 1890, 0.569, 0.790, 0.661, 0.735, 2.769
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 303, 73, 377, 1738, 0.446, 0.806, 0.574, 0.661, 1.952
EMF, 282, 94, 198, 1917, 0.587, 0.750, 0.659, 0.743, 2.892
Hibernate, 312, 64, 76, 2039, 0.804, 0.830, 0.817, 0.812, 4.327
JEdit, 321, 55, 485, 1630, 0.398, 0.854, 0.543, 0.621, 1.638
JFreeChart, 297, 79, 317, 1798, 0.484, 0.790, 0.600, 0.688, 2.205
JMeter, 276, 100, 177, 1938, 0.609, 0.734, 0.666, 0.752, 3.036
JRuby, 286, 90, 232, 1883, 0.552, 0.761, 0.640, 0.727, 2.658
SQuirrel, 302, 74, 316, 1799, 0.489, 0.803, 0.608, 0.691, 2.237
Dubbo, 261, 115, 306, 1809, 0.460, 0.694, 0.554, 0.672, 2.050
Gradle, 234, 142, 131, 1984, 0.641, 0.622, 0.632, 0.765, 3.247
Groovy, 237, 139, 214, 1901, 0.525, 0.630, 0.573, 0.713, 2.481
Hive, 294, 82, 282, 1833, 0.510, 0.782, 0.618, 0.704, 2.382
Maven, 130, 246, 302, 1813, 0.301, 0.346, 0.322, 0.498, 0.994
Poi, 290, 86, 375, 1740, 0.436, 0.771, 0.557, 0.654, 1.889
SpringFramework, 264, 112, 207, 1908, 0.561, 0.702, 0.623, 0.731, 2.713
Storm, 295, 81, 227, 1888, 0.565, 0.785, 0.657, 0.733, 2.744
Tomcat, 282, 94, 208, 1907, 0.576, 0.750, 0.651, 0.738, 2.813
Zookeeper, 291, 85, 258, 1857, 0.530, 0.774, 0.629, 0.715, 2.512
