Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 232, 49, 278, 3588, 0.455, 0.826, 0.587, 0.851, 5.713
ArgoUML, 190, 91, 453, 3413, 0.295, 0.676, 0.411, 0.771, 3.361
Columba, 217, 64, 601, 3265, 0.265, 0.772, 0.395, 0.745, 2.915
EMF, 214, 67, 327, 3539, 0.396, 0.762, 0.521, 0.829, 4.838
Hibernate, 212, 69, 270, 3596, 0.440, 0.754, 0.556, 0.846, 5.491
JEdit, 244, 37, 568, 3298, 0.300, 0.868, 0.446, 0.775, 3.435
JFreeChart, 205, 76, 358, 3508, 0.364, 0.730, 0.486, 0.814, 4.374
JMeter, 252, 29, 189, 3677, 0.571, 0.897, 0.698, 0.881, 7.433
JRuby, 218, 63, 356, 3510, 0.380, 0.776, 0.510, 0.822, 4.605
SQuirrel, 221, 60, 378, 3488, 0.369, 0.786, 0.502, 0.816, 4.445
Dubbo, 189, 92, 364, 3502, 0.342, 0.673, 0.453, 0.802, 4.044
Gradle, 165, 116, 200, 3666, 0.452, 0.587, 0.511, 0.850, 5.671
Groovy, 206, 75, 318, 3548, 0.393, 0.733, 0.512, 0.828, 4.802
Hive, 220, 61, 260, 3606, 0.458, 0.783, 0.578, 0.852, 5.764
Maven, 115, 166, 486, 3380, 0.191, 0.409, 0.261, 0.646, 1.824
Poi, 228, 53, 534, 3332, 0.299, 0.811, 0.437, 0.774, 3.416
SpringFramework, 206, 75, 351, 3515, 0.370, 0.733, 0.492, 0.817, 4.458
Storm, 218, 63, 434, 3432, 0.334, 0.776, 0.467, 0.797, 3.934
Tomcat, 203, 78, 258, 3608, 0.440, 0.722, 0.547, 0.846, 5.499
Zookeeper, 218, 63, 395, 3471, 0.356, 0.776, 0.488, 0.809, 4.248
