Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 244, 76, 523, 2480, 0.318, 0.762, 0.449, 0.697, 2.304
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 249, 71, 772, 2231, 0.244, 0.778, 0.371, 0.605, 1.533
EMF, 219, 101, 379, 2624, 0.366, 0.684, 0.477, 0.737, 2.803
Hibernate, 224, 96, 508, 2495, 0.306, 0.700, 0.426, 0.685, 2.178
JEdit, 269, 51, 780, 2223, 0.256, 0.841, 0.393, 0.624, 1.663
JFreeChart, 225, 95, 600, 2403, 0.273, 0.703, 0.393, 0.647, 1.832
JMeter, 229, 91, 398, 2605, 0.365, 0.716, 0.484, 0.736, 2.793
JRuby, 249, 71, 522, 2481, 0.323, 0.778, 0.456, 0.702, 2.354
SQuirrel, 250, 70, 638, 2365, 0.282, 0.781, 0.414, 0.658, 1.924
Dubbo, 182, 138, 487, 2516, 0.272, 0.569, 0.368, 0.646, 1.825
Gradle, 266, 54, 228, 2775, 0.538, 0.831, 0.654, 0.821, 4.592
Groovy, 221, 99, 525, 2478, 0.296, 0.691, 0.415, 0.675, 2.076
Hive, 244, 76, 512, 2491, 0.323, 0.762, 0.454, 0.702, 2.352
Maven, 137, 183, 496, 2507, 0.216, 0.428, 0.288, 0.555, 1.247
Poi, 247, 73, 590, 2413, 0.295, 0.772, 0.427, 0.674, 2.064
SpringFramework, 223, 97, 526, 2477, 0.298, 0.697, 0.417, 0.677, 2.092
Storm, 240, 80, 502, 2501, 0.323, 0.750, 0.452, 0.702, 2.359
Tomcat, 231, 89, 439, 2564, 0.345, 0.722, 0.467, 0.721, 2.580
Zookeeper, 224, 96, 577, 2426, 0.280, 0.700, 0.400, 0.656, 1.904
