Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 859, 186, 2686, 25608, 0.242, 0.822, 0.374, 0.853, 5.803
ArgoUML, 726, 319, 4570, 23724, 0.137, 0.695, 0.229, 0.740, 2.849
Columba, 813, 232, 4455, 23839, 0.154, 0.778, 0.258, 0.769, 3.333
EMF, 782, 263, 2100, 26194, 0.271, 0.748, 0.398, 0.869, 6.618
Hibernate, 773, 272, 2724, 25570, 0.221, 0.740, 0.340, 0.839, 5.206
JEdit, 876, 169, 5266, 23028, 0.143, 0.838, 0.244, 0.750, 3.004
JFreeChart, 812, 233, 3464, 24830, 0.190, 0.777, 0.305, 0.812, 4.331
JMeter, 780, 265, 2808, 25486, 0.217, 0.746, 0.337, 0.836, 5.103
JRuby, 812, 233, 3207, 25087, 0.202, 0.777, 0.321, 0.824, 4.672
SQuirrel, 762, 283, 3351, 24943, 0.185, 0.729, 0.295, 0.808, 4.201
Dubbo, 623, 422, 3300, 24994, 0.159, 0.596, 0.251, 0.776, 3.459
Gradle, 603, 442, 1859, 26435, 0.245, 0.577, 0.344, 0.855, 5.876
Groovy, 757, 288, 3274, 25020, 0.188, 0.724, 0.298, 0.810, 4.272
Hive, 913, 132, 1922, 26372, 0.322, 0.874, 0.471, 0.889, 8.042
Maven, 435, 610, 4373, 23921, 0.090, 0.416, 0.149, 0.606, 1.540
Poi, 836, 209, 3787, 24507, 0.181, 0.800, 0.295, 0.803, 4.077
SpringFramework, 767, 278, 3353, 24941, 0.186, 0.734, 0.297, 0.809, 4.227
Storm, 825, 220, 3398, 24896, 0.195, 0.789, 0.313, 0.818, 4.485
Tomcat, 798, 247, 2766, 25528, 0.224, 0.764, 0.346, 0.841, 5.286
Zookeeper, 825, 220, 2808, 25486, 0.227, 0.789, 0.353, 0.843, 5.376
