Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 466, 151, 1258, 13157, 0.270, 0.755, 0.398, 0.848, 5.585
ArgoUML, 427, 190, 1707, 12708, 0.200, 0.692, 0.310, 0.795, 3.875
Columba, 540, 77, 1623, 12792, 0.250, 0.875, 0.388, 0.836, 5.082
EMF, 446, 171, 912, 13503, 0.328, 0.723, 0.452, 0.875, 7.001
Hibernate, 484, 133, 1481, 12934, 0.246, 0.784, 0.375, 0.833, 5.001
JEdit, 507, 110, 2323, 12092, 0.179, 0.822, 0.294, 0.771, 3.365
JFreeChart, 469, 148, 1589, 12826, 0.228, 0.760, 0.351, 0.820, 4.552
JMeter, 483, 134, 1614, 12801, 0.230, 0.783, 0.356, 0.822, 4.612
JRuby, 488, 129, 1389, 13026, 0.260, 0.791, 0.391, 0.842, 5.334
SQuirrel, 498, 119, 2391, 12024, 0.172, 0.807, 0.284, 0.762, 3.200
Dubbo, 451, 166, 1384, 13031, 0.246, 0.731, 0.368, 0.833, 4.988
Gradle, 360, 257, 796, 13619, 0.311, 0.583, 0.406, 0.868, 6.587
Groovy, 451, 166, 1507, 12908, 0.230, 0.731, 0.350, 0.822, 4.612
Hive, 511, 106, 1225, 13190, 0.294, 0.828, 0.434, 0.861, 6.171
Maven, 283, 334, 1621, 12794, 0.149, 0.459, 0.225, 0.724, 2.621
Poi, 567, 50, 1252, 13163, 0.312, 0.919, 0.466, 0.868, 6.594
SpringFramework, 480, 137, 1230, 13185, 0.281, 0.778, 0.413, 0.854, 5.839
Storm, 509, 108, 1776, 12639, 0.223, 0.825, 0.351, 0.816, 4.427
Tomcat, 525, 92, 1699, 12716, 0.236, 0.851, 0.370, 0.826, 4.751
Zookeeper, 540, 77, 1418, 12997, 0.276, 0.875, 0.419, 0.851, 5.719
