Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 167, 154, 119, 2884, 0.584, 0.520, 0.550, 0.835, 5.047
ArgoUML, 210, 111, 192, 2811, 0.522, 0.654, 0.581, 0.815, 4.409
Columba, 249, 72, 159, 2844, 0.610, 0.776, 0.683, 0.842, 5.320
EMF, 239, 82, 152, 2851, 0.611, 0.745, 0.671, 0.842, 5.330
Hibernate, 250, 71, 175, 2828, 0.588, 0.779, 0.670, 0.836, 5.091
JEdit, 218, 103, 285, 2718, 0.433, 0.679, 0.529, 0.777, 3.488
JFreeChart, 254, 67, 226, 2777, 0.529, 0.791, 0.634, 0.818, 4.480
JMeter, 238, 83, 130, 2873, 0.647, 0.741, 0.691, 0.851, 5.697
JRuby, 231, 90, 130, 2873, 0.640, 0.720, 0.677, 0.849, 5.626
SQuirrel, 241, 80, 173, 2830, 0.582, 0.751, 0.656, 0.834, 5.028
Dubbo, 157, 164, 84, 2919, 0.651, 0.489, 0.559, 0.852, 5.746
Groovy, 204, 117, 114, 2889, 0.642, 0.636, 0.638, 0.849, 5.643
Hive, 233, 88, 144, 2859, 0.618, 0.726, 0.668, 0.844, 5.400
Maven, 203, 118, 150, 2853, 0.575, 0.632, 0.602, 0.832, 4.955
Poi, 253, 68, 173, 2830, 0.594, 0.788, 0.677, 0.837, 5.150
SpringFramework, 240, 81, 162, 2841, 0.597, 0.748, 0.664, 0.838, 5.182
Storm, 229, 92, 152, 2851, 0.601, 0.713, 0.652, 0.839, 5.224
Tomcat, 235, 86, 166, 2837, 0.586, 0.732, 0.651, 0.835, 5.068
Zookeeper, 199, 122, 135, 2868, 0.596, 0.620, 0.608, 0.838, 5.170
