Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 28, 70, 67, 7547, 0.295, 0.286, 0.290, 0.957, 22.194
ArgoUML, 50, 48, 104, 7510, 0.325, 0.510, 0.397, 0.961, 24.550
Columba, 67, 31, 29, 7585, 0.698, 0.684, 0.691, 0.982, 53.922
EMF, 57, 41, 76, 7538, 0.429, 0.582, 0.494, 0.970, 32.726
Hibernate, 64, 34, 84, 7530, 0.432, 0.653, 0.520, 0.971, 33.030
JEdit, 35, 63, 259, 7355, 0.119, 0.357, 0.179, 0.893, 8.368
JFreeChart, 71, 27, 157, 7457, 0.311, 0.724, 0.436, 0.959, 23.506
JMeter, 63, 35, 51, 7563, 0.553, 0.643, 0.594, 0.977, 42.489
JRuby, 66, 32, 43, 7571, 0.606, 0.673, 0.638, 0.979, 46.650
SQuirrel, 67, 31, 109, 7505, 0.381, 0.684, 0.489, 0.967, 28.957
Dubbo, 37, 61, 48, 7566, 0.435, 0.378, 0.404, 0.971, 33.255
Gradle, 40, 58, 54, 7560, 0.426, 0.408, 0.417, 0.970, 32.487
Groovy, 60, 38, 37, 7577, 0.619, 0.612, 0.615, 0.979, 47.677
Hive, 65, 33, 64, 7550, 0.504, 0.663, 0.573, 0.975, 38.652
Maven, 43, 55, 142, 7472, 0.232, 0.439, 0.304, 0.945, 17.291
Poi, 69, 29, 59, 7555, 0.539, 0.704, 0.611, 0.976, 41.421
Storm, 61, 37, 54, 7560, 0.530, 0.622, 0.573, 0.976, 40.742
Tomcat, 61, 37, 93, 7521, 0.396, 0.622, 0.484, 0.968, 30.171
Zookeeper, 58, 40, 124, 7490, 0.319, 0.592, 0.414, 0.960, 24.078
