Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 561, 408, 153, 4304, 0.786, 0.579, 0.667, 0.773, 3.400
Columba, 875, 94, 183, 4274, 0.827, 0.903, 0.863, 0.784, 3.631
EMF, 801, 168, 177, 4280, 0.819, 0.827, 0.823, 0.782, 3.586
Hibernate, 828, 141, 213, 4244, 0.795, 0.854, 0.824, 0.775, 3.454
JEdit, 621, 348, 205, 4252, 0.752, 0.641, 0.692, 0.762, 3.210
JFreeChart, 871, 98, 252, 4205, 0.776, 0.899, 0.833, 0.770, 3.343
JMeter, 837, 132, 188, 4269, 0.817, 0.864, 0.840, 0.781, 3.573
JRuby, 852, 117, 178, 4279, 0.827, 0.879, 0.852, 0.784, 3.632
SQuirrel, 874, 95, 244, 4213, 0.782, 0.902, 0.838, 0.772, 3.377
Dubbo, 549, 420, 110, 4347, 0.833, 0.567, 0.674, 0.786, 3.665
Gradle, 665, 304, 125, 4332, 0.842, 0.686, 0.756, 0.788, 3.714
Groovy, 722, 247, 146, 4311, 0.832, 0.745, 0.786, 0.785, 3.658
Hive, 814, 155, 184, 4273, 0.816, 0.840, 0.828, 0.781, 3.567
Maven, 736, 233, 163, 4294, 0.819, 0.760, 0.788, 0.782, 3.584
Poi, 881, 88, 190, 4267, 0.823, 0.909, 0.864, 0.783, 3.606
SpringFramework, 860, 109, 205, 4252, 0.808, 0.888, 0.846, 0.779, 3.522
Storm, 804, 165, 181, 4276, 0.816, 0.830, 0.823, 0.781, 3.571
Tomcat, 821, 148, 198, 4259, 0.806, 0.847, 0.826, 0.778, 3.512
Zookeeper, 745, 224, 198, 4259, 0.790, 0.769, 0.779, 0.774, 3.424
